name,review-count,cuisines,cost for 2,timings,rating
Fat Lulu's Cafe & Bar,189 reviews,"Pizza, Italian","₹1,300",11:30 AM to 11 PM,3.9
House of Commons,206 reviews,"Continental, Mediterranean, Italian, North Indian","₹1,400",11 AM to 12 Midnight,4.0
Pema's,207 reviews,"Chinese, Tibetan, Japanese",₹700,12 Noon to 11 PM,3.6
Getafix,230 reviews,"Cafe, Healthy Food, Juices","₹1,000",8 AM to 10 PM,4.2
TGI Friday's,570 reviews,"American, Tex-Mex","₹2,500",12 Noon to 12 Midnight,3.5
Biryani Art,200 reviews,"Hyderabadi, North Indian, Biryani","₹1,100",11 AM to 11 PM,3.9
Masala Library,39 reviews,"North Indian, South Indian","₹5,000","12 Noon to 2:45 PM, 7 PM to 1 AM",4.9
TGI Friday's,459 reviews,"American, Tex-Mex","₹2,500",12 Noon to 12 Midnight,3.5
Wendy's,286 reviews,"Burger, Fast Food",₹400,11 AM to 11 PM,3.8
Al Bake,550 reviews,"North Indian, Mughlai",₹600,12 Noon to 11 PM,3.7
Downtown - Diners & Living Beer Cafe,1596 reviews,"North Indian, Chinese, Italian, Continental","₹1,800",1 PM to 12:45 AM,4.4
Hard Rock Cafe,879 reviews,"Finger Food, Mexican, North Indian, American, Mediterranean","₹2,500",12 Noon to 1 AM,3.9
Pebble Street,403 reviews,"Italian, Tex-Mex, Continental, North Indian, Finger Food","₹2,000",12:30 PM to 12 Midnight,3.9
Big Chill,1951 reviews,"Italian, Continental, Desserts, Cafe, European","₹1,500",12 Noon to 11:30 PM,4.6
Hard Rock Cafe,1277 reviews,"Finger Food, Mexican, North Indian, American, Mediterranean","₹2,500",12 Noon to 1 AM,4.2
Happy Hakka,320 reviews,Chinese,₹650,Mon-Sun (12 Noon to 11 PM),3.6
Matchbox,482 reviews,"American, British, Continental","₹2,000",12 Noon to 12 Midnight,3.8
Bueno,263 reviews,"Italian, North Indian, American",₹650,11 AM to 4 AM,3.6
Indian Grill Company,370 reviews,North Indian,"₹1,300","12 Noon to 3:30 PM, 7 PM to 11:30 PM",3.8
Big Chill,1951 reviews,"Italian, Continental, Desserts, Cafe, European","₹1,500",12 Noon to 11:30 PM,4.6
Metro Dhaba,197 reviews,"North Indian, Fast Food, Chinese, Biryani",₹500,11 AM to 12 Midnight,3.9
Bun Intended,125 reviews,"Burger, American, Fast Food",₹850,7 PM to 4 AM (Mon-Sun),4.2
Zoe,140 reviews,"Juices, Beverages, Healthy Food",₹700,8 AM to 10 PM (Mon-Sun),4.7
Jughead's Fast Food Corner,181 reviews,"Chinese, Fast Food, North Indian",₹500,"12 Noon to 11 PM (Mon, Wed-Sun), Tue Closed",3.7
Bukhara - ITC Maurya,1145 reviews,North Indian,"₹6,500","12:30 PM to 2:45 PM, 7 PM to 11:45 PM",4.4
Dhaba By Claridges,468 reviews,North Indian,"₹2,000",12 Noon to 11 PM,4.1
Kainoosh,390 reviews,"North Indian, Mughlai","₹2,200",12 Noon to 12:30 AM,4.3
Smoked Biryani House,479 reviews,North Indian,"₹1,000",11 AM to 11 PM,3.8
Al Bake,574 reviews,"North Indian, Mughlai, Chinese",₹650,10 AM to 11 PM,3.8
Bootlegger,397 reviews,"Continental, Asian, Italian","₹1,800",12 Noon to 1 AM,3.5
Giri Momos Centre,183 reviews,Chinese,₹300,1 PM to 10:30 PM,3.8
Vapour Bar Exchange,617 reviews,"Continental, Finger Food, Chinese, North Indian","₹1,600",12 Noon to 1 AM,4.0
Mainland China,367 reviews,Chinese,"₹1,800","12:30 PM to 3:30 PM, 7:30 PM to 11:30 PM",3.8
Natural Ice Cream,291 reviews,"Ice Cream, Desserts",₹150,11 AM to 12 Midnight,4.9
SodaBottleOpenerWala,1535 reviews,"Parsi, Iranian","₹1,300",11:30 AM to 12 Midnight,4.1
Chinese Corner,174 reviews,"Chinese, Thai",₹500,12 Noon to 11 PM,3.7
Beyond Breads,225 reviews,"Bakery, Desserts",₹200,8:30 AM to 1 AM,3.9
Mainland China,343 reviews,Chinese,"₹1,800","12:30 PM to 3:30 PM, 7:30 PM to 11:30 PM",3.7
Caffe 9,469 reviews,"North Indian, Chinese, Italian, American, Middle Eastern","₹2,000",11 AM to 1 AM,3.7
Wenger's,1482 reviews,"Bakery, Fast Food, Desserts",₹400,11 AM to 8 PM,4.4
TGI Friday's,343 reviews,"American, Tex-Mex","₹2,500",12 Noon to 12 Midnight,3.6
Drool Fresh Bake House Cafe,260 reviews,"Cafe, Continental","₹1,100",11 AM to 11 PM,3.5
Tawak,428 reviews,"North Indian, Mughlai, Asian, Thai","₹1,500","12 Noon to 3:30 PM, 7 PM to 11:30 PM",4.0
Elma's Brasserie,209 reviews,"American, Continental, Italian, Bakery","₹2,000",10 AM to 11 PM,3.8
Warehouse Cafe,424 reviews,"American, Continental, Italian, North Indian, Asian","₹1,500",12:30 PM to 12:30 AM,4.0
The Fatty Bao,369 reviews,"Asian, Sushi","₹1,850","12 Noon to 3 PM, 7 PM to 12:30 AM",4.1
Jamie's Pizzeria by Jamie Oliver,464 reviews,"Pizza, Italian",₹800,11 AM to 11 PM,3.8
Piali - The Curry Bistro,129 reviews,"Asian, North Indian","₹1,200",12 Noon to 1 AM,4.2
Kathputli,401 reviews,Rajasthani,₹900,"12:30 PM to 4 PM, 7:30 PM to 11:30 PM",4.2
Mystery of Food,270 reviews,"North Indian, Chinese","₹1,600",12:30 PM to 11:30 PM,3.6
Johnny Rockets,424 reviews,"Fast Food, American, Burger","₹1,200",11 AM to 11 PM,4.0
Healthy Routes,234 reviews,"Healthy Food, Continental, Cafe, Italian",₹800,"10 AM to 10 PM (Mon-Sat), 8 AM to 10 PM (Sun)",4.0
Taxi - World Food Cafe,357 reviews,"Lebanese, Continental, Chinese, Mexican",₹800,11 AM to 12:30 AM,3.2
Imperfecto,1000 reviews,"Mediterranean, Italian, Continental, Spanish, North Indian","₹1,800",12 Noon to 1 AM,3.8
Sanadige,203 reviews,"Seafood, North Indian","₹2,200","12 Noon to 3:30 PM, 7 PM to 11:30 PM",4.6
Hunger Strike,434 reviews,"Fast Food, North Indian",₹500,12 Noon to 11 PM,4.2
The University Bistro,387 reviews,"Cafe, Italian, Continental, Mexican, Mediterranean",₹500,11 AM to 11:30 PM,3.6
The Pink Room,684 reviews,"Asian, Mediterranean, Chinese, Italian, American, North Indian","₹1,800",12 Noon to 12:30 AM,3.1
Triveni Terrace Cafe,301 reviews,"Cafe, North Indian",₹450,"10 AM to 8 PM (Mon-Sat), Sun Closed",4.2
Pebble Street,434 reviews,"Italian, Mexican, Continental, North Indian, Finger Food","₹2,000",12:30 PM to 12 Midnight,3.8
Pikwik,134 reviews,"North Indian, Chinese, Mughlai",₹850,11:30 AM to 11:30 PM,3.9
Rose Cafe,858 reviews,"Cafe, Italian, Lebanese, Continental, Mediterranean, Desserts","₹1,300",12 Noon to 9 PM,4.1
California Pizza Kitchen,512 reviews,"Pizza, Italian","₹2,500",12 Noon to 12 Midnight,3.7
Madhuban- Sattvic South Indian Restaurant,183 reviews,South Indian,₹750,"11 AM to 11 PM (Mon-Fri), 9:30 AM to 11 PM (Sat-Sun)",3.6
Faarsi,239 reviews,"Middle Eastern, Lebanese, Turkish, Parsi","₹1,100",12 Noon to 12 Midnight,3.7
Smoke on Water,91 reviews,"Continental, Mexican, Burger, American, Pizza, Tex-Mex","₹1,300",11 AM to 1 AM,4.3
Chili's Grill & Bar,337 reviews,"Mexican, American, Italian","₹1,500",12 Noon to 12 Midnight,3.8
Flip Bistro and Pizzeria,268 reviews,"American, Italian","₹1,200","8 AM to 11 PM (Mon-Thu), 8 AM to 11:30 PM (Fri-Sun)",3.4
Krispy Kreme,374 reviews,"Desserts, Beverages",₹350,10 AM to 11 PM,4.1
Impromptu,552 reviews,"European, Continental, North Indian","₹1,700",12 Noon to 12 Midnight,4.1
Manhattan Brewery & Bar Exchange,882 reviews,"Finger Food, American, Continental, North Indian, Italian","₹2,000",1 PM to 1 AM,4.4
736 A.D.,285 reviews,"Continental, Cafe, Italian, North Indian, Chinese, Lebanese",₹700,11 AM to 1 AM,4.1
Lub Lub Lebanese,177 reviews,Lebanese,₹800,11 AM to 11 PM,4.0
Underdoggs Sports Bar & Grill,201 reviews,"Mediterranean, Italian, American","₹1,400","5 PM to 12 Midnight (Mon-Sat), 9 AM to 12 Midnight (Sun)",3.7
Circus,202 reviews,"North Indian, Chinese, Italian","₹1,250",12 Noon to 1 AM,4.4
On the Waterfront - The Lodhi,300 reviews,"European, Italian, Chinese, Thai, Sushi","₹3,100","12:30 PM to 3:50 PM, 7 PM to 11:30 PM",4.2
Biryani By Kilo,199 reviews,"Biryani, Mughlai",₹700,10 AM to 10:30 PM,3.9
The Rolling Joint,408 reviews,Fast Food,₹450,11 AM to 11 PM,3.8
The Town House Cafe,1130 reviews,"North Indian, Continental","₹2,100",12 Noon to 12 Midnight,3.9
Embassy,349 reviews,"North Indian, Continental, European","₹2,000",11 AM to 11 PM,3.5
Carnatic Cafe,951 reviews,South Indian,₹550,9 AM to 10:30 PM,4.8
Big Chill,1226 reviews,"Italian, Continental, Desserts, Cafe","₹1,500",12 Noon to 11:30 PM,4.5
Walking Street By Soi7,445 reviews,"Asian, Italian","₹1,600",12:30 PM to 1 AM,4.0
Jungle Jamboree,750 reviews,"Continental, Chinese, Thai, Mughlai, North Indian","₹1,500",11 AM to 12:30 AM,4.3
Sakley's The Mountain Cafe,626 reviews,"Cafe, Italian, Continental, Fast Food","₹1,900","12 Noon to 3:30 PM, 7 PM to 1 AM",4.6
The California Boulevard,1098 reviews,"American, Asian, European, Seafood","₹2,000",11 AM to 12 Midnight,3.2
Rollmaal,191 reviews,"Fast Food, North Indian",₹500,12 Noon to 11 PM,3.8
Khaaja Chowk,260 reviews,"North Indian, Mughlai","₹1,000",12:30 PM to 12 Midnight,4.0
Lanterns Kitchen & Bar,562 reviews,"Chinese, North Indian, Mughlai","₹1,200",9:30 AM to 12 Midnight,4.1
United Coffee House,870 reviews,"North Indian, European, Asian, Mediterranean","₹2,200","12:30 PM to 10:45 PM (Mon), 12:30 PM to 4 AM (Tue-Sun)",3.8
NYC.PIE,160 reviews,"Italian, Pizza",₹900,12 Noon to 11 PM,3.5
Being Chef,179 reviews,"North Indian, Chinese, Italian",₹450,11 AM to 11 PM,3.5
Crazy Noodles,292 reviews,"Chinese, Thai","₹1,100",10 AM to 8 PM,4.9
The Bombaykery,165 reviews,"Bakery, Desserts",₹300,12 Noon to 12 Midnight,4.1
Lavaash By Saby,287 reviews,"Armenian, Bengali","₹2,000","12:30 PM to 4 PM, 7:15 PM to 12:30 AM",3.9
Ichiban,382 reviews,"Chinese, Thai, Japanese","₹1,200",10 AM to 10 PM,4.0
Starbucks,1079 reviews,Cafe,₹700,12:30 PM to 1 AM,3.9
The Wine Company,1163 reviews,"Italian, European","₹2,000",11 AM to 11:45 PM (Mon-Sun),4.0
Zizo,130 reviews,"Lebanese, Mediterranean, Middle Eastern, Arabian","₹1,600",7 AM to 12 Midnight,3.7
Al Jawahar,854 reviews,"Mughlai, North Indian",₹550,12 Noon to 11 PM (Mon-Sun),4.0
Thaichi Street,238 reviews,"Chinese, Thai",₹900,12 Noon to 12:30 AM,4.5
Olive Bar & Kitchen,573 reviews,"Mediterranean, Italian, European","₹4,000",11 AM to 12:45 AM,4.5
Lord of the Drinks Forum,484 reviews,"Italian, Chinese, European, North Indian, American","₹2,000",11:30 AM to 11:30 PM,3.6
Al Lazeez,134 reviews,"North Indian, Mughlai",₹900,12 Noon to 12:50 AM,3.6
Turquoise Cottage -  TC Original 1997,349 reviews,"Continental, American, Italian","₹1,900",12 Noon to 11:30 PM,3.7
Fresc Co,395 reviews,"Italian, Mediterranean","₹1,900","12 Noon to 3:15 PM, 7 PM to 11:15 PM",3.9
Oh! Calcutta,362 reviews,"Bengali, Seafood","₹1,700","9 AM to 11 PM (Mon-Thu), 9 AM to 12 Midnight (Fri-Sun)",3.6
Shawarma House,137 reviews,Lebanese,₹500,10 AM to 1 AM,3.8
Döner Grill,141 reviews,"Fast Food, Turkish",₹900,11 AM to 11 PM,3.5
Pizza Hut,275 reviews,"Italian, Pizza","₹1,000","12 Noon to 4 PM, 7 PM to 11 PM",3.7
Alkakori Alkauser,333 reviews,"North Indian, Mughlai",₹800,11 AM to 12 Midnight,4.2
Cafe Delhi Heights,957 reviews,"Continental, American, Italian, Seafood, North Indian, Cafe","₹2,000","10 AM to 11 PM (Mon-Sat), 9 AM to 11 PM (Sun)",4.0
Another Fine Day,218 reviews,"Cafe, Mediterranean, Continental",₹800,"12 Noon to 11:30 PM (Mon-Fri), 12 Noon to 12 Midnight (Sat-Sun)",4.0
Benihana,242 reviews,"Japanese, Sushi","₹2,500",11 AM to 12 Midnight,3.6
Not Just Paranthas,234 reviews,North Indian,"₹1,100","12 Noon to 12 Midnight (Mon-Thu), 12 Noon to 1 AM (Fri-Sun)",4.3
Asia Central,152 reviews,"Asian, Chinese, Thai, Vietnamese","₹1,000","12 Noon to 3:30 PM, 7 PM to 11:30 PM",3.8
Coriander Leaf,334 reviews,"Mughlai, Pakistani, North Indian","₹1,600",11 AM to 10:30 PM,4.0
Wat-a-Burger!,168 reviews,Fast Food,₹200,12:30 PM to 12:30 AM,3.6
100% Rock,261 reviews,"Continental, Seafood, Chinese, Italian","₹1,500",11 AM to 11 PM,2.1
Pizza Hut Delivery,68 reviews,"Italian, Pizza",₹800,"11 AM to 7:45 PM (Mon-Fri), 11:30 AM to 8:45 PM (Sat-Sun)",4.3
Wenger's Deli,713 reviews,"Bakery, Desserts, Fast Food",₹400,"11 AM to 4 PM, 7 PM to 11 PM",3.9
Suruchi,306 reviews,"Gujarati, Rajasthani, North Indian, Fast Food",₹700,12 Noon to 12 Midnight,4.2
Smokey's BBQ and Grill,538 reviews,"American, European","₹1,700",11 AM to 1 AM,3.6
FIO Country Kitchen and Bar,648 reviews,"European, Italian, North Indian","₹3,300",11:30 AM to 11 PM,3.6
The Post Office Cafe,469 reviews,"Continental, Fast Food, Cafe, North Indian, Asian","₹1,600",12 Noon to 1 AM,4.0
Men In The Kitchen,191 reviews,"North Indian, Mughlai, Chinese",₹850,12 Noon to 11:30 PM (Mon-Sun),4.1
Yauatcha,463 reviews,"Chinese, Asian","₹2,100",12:30 PM to 12:30 AM,3.9
Janpath Grill House,354 reviews,North Indian,"₹1,200",12 Noon to 11 PM,3.5
The Hungry Monkey,300 reviews,"European, Italian","₹2,300",12 Noon to 12:30 AM,4.4
Sura Vie,242 reviews,"North Indian, Chinese, Italian, Thai","₹1,800",10 AM to 1 AM,3.8
Dockyard,73 reviews,"European, Asian, North Indian, Chinese","₹2,000",10:30 AM to 11 PM,4.0
Chocolateria San Churro,331 reviews,"Beverages, Bakery, Desserts","₹1,200",12 Noon to 11:30 PM,4.0
La Vie,242 reviews,"Italian, European","₹1,400",12 Noon to 12 Midnight,4.1
Sublym - Kitchen & Bar,176 reviews,"Chinese, Thai, North Indian, Indian","₹1,000",11:30 AM to 11:30 PM,3.7
Havemore,556 reviews,North Indian,"₹1,500",11 AM to 11 PM,3.8
Gola Sizzlers,484 reviews,"Chinese, North Indian, Mughlai, Continental","₹1,500",12 Noon to 12:30 AM,4.0
Shagun,183 reviews,"Chinese, Thai, Tibetan, Japanese",₹800,11 AM to 12 Midnight,4.0
The Project,576 reviews,"Italian, North Indian, Continental","₹1,800",11 AM to 10:30 PM,4.2
Häagen-Dazs,289 reviews,"Desserts, Ice Cream",₹700,11 AM to 11 PM,2.6
Time Out,239 reviews,"Cafe, Fast Food",₹400,11 AM to 1 AM,4.2
DCK- Dana Choga's Kitchen,206 reviews,"North Indian, Mughlai",₹800,11 AM to 11 PM,3.9
Nehru Place Social,267 reviews,"Continental, American, Asian, North Indian","₹1,600",12 Noon to 1 AM,3.8
Young Wild Free Cafe,397 reviews,"Cafe, Italian, Chinese, Continental",₹500,5:30 PM to 5 AM,3.4
Town Hall,630 reviews,"Continental, Chinese, Thai, Asian","₹2,500",12 Noon to 12 Midnight,4.0
Thok (The House of Kakori),238 reviews,"North Indian, Mughlai, Chinese",₹600,8 AM to 1 AM,4.2
SodaBottleOpenerWala,318 reviews,"Parsi, Iranian","₹1,300",11:30 AM to 11:30 PM,3.9
Kake Di Hatti,768 reviews,North Indian,₹400,11 AM to 1 AM,4.6
The Royal Turban,359 reviews,"North Indian, Chinese","₹1,250",11 AM to 10:50 PM,4.0
The Drunk House,59 reviews,"North Indian, Italian, Chinese","₹1,350","2 PM to 11 PM (Mon, Wed-Sun), Tue Closed",4.4
City Socialite,321 reviews,"Italian, Continental, Cafe",₹850,12 Noon to 12:30 AM,3.6
Kennedy's,285 reviews,"Chinese, Fast Food",₹400,"12 Midnight to 12:30 AM, 12 Noon to 12 Midnight (Mon-Sun)",3.9
Saleem's Restaurant,162 reviews,"North Indian, Mughlai, Chinese",₹600,12 Noon to 12:30 AM,3.8
Factory By Sutra,229 reviews,"North Indian, Chinese, Continental","₹1,600",12 Noon to 11 PM,4.3
Raasta,757 reviews,"European, Mexican, Italian","₹2,300",11:30 AM to 11:30 PM,4.1
Yum Yum Cha,559 reviews,"Chinese, Japanese, Sushi","₹1,850",12:30 PM to 11:30 PM,4.1
Bonne Bouche,406 reviews,"Italian, French","₹1,750",11 AM to 10:30 PM,3.4
The Monk - The Galaxy Hotel,359 reviews,"Chinese, Thai, Asian","₹2,000",12 Noon to 12 Midnight,3.7
Hawkers,183 reviews,Chinese,₹600,12 Noon to 1 AM,3.4
Fujiya,359 reviews,"Chinese, Japanese, Seafood","₹2,200","12 Noon to 3 PM, 7 PM to 11 PM",4.1
Buzz,340 reviews,"North Indian, Chinese, Italian, Continental, Finger Food","₹2,000",11:30 AM to 12 Midnight,3.7
Pirates Of Grill,307 reviews,"North Indian, Continental, Mughlai, Asian","₹1,800",10 AM to 10:30 PM,3.7
Flamess Restaurant & Cafe Village,162 reviews,"North Indian, Chinese, Fast Food",₹700,12 Noon to 12 Midnight,3.8
Burger Hut,166 reviews,"Burger, Fast Food, Chinese",₹300,10 AM to 10:30 PM,4.0
Lazeez Affaire,383 reviews,"North Indian, Mughlai","₹1,600",12 Noon to 12 Midnight,3.6
Creme Castle,281 reviews,"Cafe, Continental, Italian, Fast Food, Bakery",₹700,12 Noon to 12 Midnight,4.1
Kake Da Hotel,1188 reviews,North Indian,₹600,12:30 PM to 12 Midnight,4.4
Sufiaana,176 reviews,"North Indian, Mughlai, Lebanese","₹2,000",12 Noon to 12 Midnight,4.1
Big Chill,654 reviews,"Italian, Continental, Desserts, Cafe, European","₹1,500",12 Noon to 11 PM,2.7
Deck - The Sky Bar,281 reviews,"Mexican, Italian, American, Finger Food","₹2,300",11 AM to 11 PM,3.9
Yo! China,362 reviews,Chinese,"₹1,300",12 Noon to 11 PM,4.2
Carl's Jr.,251 reviews,"Burger, American, Fast Food",₹450,12 Noon to 1 AM,3.4
Azoté,330 reviews,"Ice Cream, Desserts, Bakery",₹500,11:30 AM to 12 Midnight,3.3
Garage Inc.,343 reviews,"Finger Food, American, Italian, Mexican","₹2,000","12:30 PM to 4 PM, 7 PM to 11:30 PM",3.1
Fatburger,480 reviews,"American, Mexican","₹1,000",12 Noon to 12 Midnight,3.7
Mainland China,288 reviews,Chinese,"₹1,800",12 Noon to 1 AM,3.5
Moets Shack,258 reviews,"Seafood, Continental, European","₹1,800","12 Noon to 3:30 PM, 6:30 PM to 11 PM",3.9
Imperfecto,788 reviews,"Mediterranean, Italian, Continental, Spanish, North Indian","₹1,800",11 AM to 12 Midnight,3.6
The Ancient Barbeque,643 reviews,"North Indian, Chinese, Continental","₹1,500",11 AM to 11 PM,4.0
Nirula's,289 reviews,"Fast Food, North Indian, Desserts, Ice Cream","₹1,100",12 Noon to 11 PM,3.7
Thai High,248 reviews,Thai,"₹2,200",7 PM to 1 AM,3.9
D'Momo factory,142 reviews,"Chinese, Italian",₹600,"1 PM to 11:50 PM, 12 Midnight to 2 AM (Mon, Wed-Sun), Tue Closed",3.8
TC Bar & Restaurant,258 reviews,"Finger Food, Continental, Asian, Seafood, Fast Food","₹1,500",11 AM to 11 PM,3.7
Juliet Basket,271 reviews,"Chinese, Italian","₹1,000",Mon-Sun (9 AM to 11:59 PM),2.7
Wai Yu Mun Ching,176 reviews,"Chinese, Thai",₹800,10 AM to 10 PM,3.8
Lean Chef,416 reviews,"Continental, Pizza, Beverages","₹1,000",9:30 AM to 11 PM (Mon-Sun),3.9
Donald's Pastry Shop,193 reviews,Bakery,₹300,"12 Noon to 3:30 PM, 6:30 PM to 11 PM",3.9
Haldiram's,540 reviews,"Street Food, North Indian, South Indian, Chinese, Mithai",₹550,11 AM to 11 PM,3.7
Legends Barbeques,582 reviews,"North Indian, Chinese, Mediterranean, Asian, Continental","₹1,300",12 Noon to 11:30 PM,3.8
Italiano,351 reviews,Italian,"₹1,500",11 AM to 12 Midnight,4.3
Zambar,274 reviews,"South Indian, Seafood, Kerala","₹1,400",11 AM to 11 PM,3.8
Theos,847 reviews,"Cafe, Desserts, Italian, Bakery","₹1,500",12 Noon to 12 Midnight,3.7
Cafe 21,338 reviews,"Cafe, Italian, Continental, Bakery","₹1,200",12 Noon to 10:30 PM,3.8
Raasta,516 reviews,"European, Mexican, Italian","₹2,300","7 PM to 11:45 PM (Mon-Sat), 12:30 PM to 2:45 PM, 7 PM to 11:45 PM (Sun)",4.9
Fat Lulu's,154 reviews,"Pizza, Italian","₹1,250",12 Noon to 11 PM,4.1
Dum-Pukht - ITC Maurya,373 reviews,"Mughlai, Biryani, North Indian","₹4,000",10 AM to 11 PM,3.7
Imly,71 reviews,"Street Food, North Indian, Chinese, Continental",₹750,Mon-Sun (12 Noon to 11 PM),3.8
Evergreen Sweet House,520 reviews,"South Indian, North Indian, Chinese, Fast Food, Street Food, Mithai",₹550,"12:30 PM to 3:15 PM, 7:30 PM to 11:30 PM",4.0
Happy Hakka,190 reviews,Chinese,₹650,"12 Noon to 3:30 PM, 6:30 PM to 11 PM (Mon-Sun)",3.7
Lotus Pond,176 reviews,"Chinese, Seafood, Asian","₹1,800",8 AM to 11 PM,4.2
The Ancient Barbeque,578 reviews,"North Indian, Chinese, Continental","₹1,600",11:30 AM to 1 AM,4.2
Cafe Wink,321 reviews,"Cafe, Italian",₹650,12 Noon to 11 PM,3.8
Habibi,112 reviews,"Middle Eastern, Mediterranean, North Indian","₹1,250","12 Midnight to 5 AM, 6 PM to 12 Midnight (Mon, Tue, Wed, Thu, Sat, Sun), 12 Midnight to 5 AM, 8 AM to 4 PM, 6 PM to 12 Midnight (Fri)",3.9
Spaghetti Kitchen,320 reviews,Italian,"₹2,000",11 AM to 12 Midnight,3.7
Thok (The House of Kakori),168 reviews,"North Indian, Mughlai, Chinese",₹600,12 Noon to 12:30 AM,3.7
La Pino'z Pizza,131 reviews,"Pizza, Mexican, Chinese, Italian","₹1,000",11:30 AM to 11:30 PM,3.8
Sutra Gastropub,532 reviews,"Mediterranean, European, American, North Indian","₹2,300","12:30 PM to 3:15 PM, 7 PM to 11:15 PM",3.8
The Big Burrp Theory,282 reviews,"Continental, Burger",₹900,12 Noon to 1 AM,3.4
Bamboo Shoots,250 reviews,"Chinese, Seafood, Asian","₹1,600",11 AM to 11 PM,3.5
Purani Dilli's Al Karam Kebab House,343 reviews,"North Indian, Mughlai, Biryani",₹950,11 AM to 11:30 PM,3.7
Colonel's Kababz,265 reviews,"North Indian, Mughlai",₹900,12 Noon to 11:30 PM,4.5
Sethi's Restaurant & Barbeque,220 reviews,"North Indian, Chinese",₹700,11 AM to 12 Midnight,3.7
Big Chill,677 reviews,"Italian, Continental, Desserts, Cafe","₹1,500",11:30 AM to 12 Midnight,4.1
Mumbai Matinee,413 reviews,"Fast Food, Italian, North Indian, Mexican","₹1,000",10 AM to 1 AM,3.4
PizzaExpress,276 reviews,"Italian, Pizza","₹2,000",12:30 PM to 12 Midnight,4.7
Slice of Italy,165 reviews,"Italian, Pizza, Bakery","₹1,000",12 Noon to 12 Midnight,4.4
Zaffran,222 reviews,"North Indian, Mughlai","₹2,000","10 AM to 11 PM (Tue-Sun), Mon Closed",4.0
Batli 29,356 reviews,"North Indian, Italian","₹1,800",12 Noon to 1 AM,4.2
