name,review-count,cuisines,cost for 2,timings,rating
The Tipsy Project,127 reviews,"North Indian, Chinese, Italian","₹1,800",12 Noon to 12 Midnight,3.7
Top Breads,214 reviews,"Bakery, Fast Food",₹200,11 AM to 12 Midnight,4.3
Cottage Café by Smoothie factory,119 reviews,"Cafe, Desserts, Healthy Food, Juices",₹650,"11 AM to 11 PM (Mon-Fri),9 AM to 12 Midnight (Sat-Sun)",3.6
Mandarin Trail,286 reviews,Chinese,"₹1,500",11 AM to 8:30 PM,3.7
Wafflesome,300 reviews,Desserts,₹250,11 AM to 11 PM,3.2
Shawarma House,63 reviews,Lebanese,₹500,8 AM to 10:30 PM,3.5
Cafe Red,140 reviews,Cafe,"₹1,100","10 AM to 11 PM (Mon-Fri), 8 AM to 11 PM (Sat), 8 AM to 8 PM (Sun)",3.8
Binge Restaurant,170 reviews,"North Indian, Chinese, Continental","₹1,100",9 AM to 10:30 PM,3.7
Gopal Foods,114 reviews,"North Indian, Chinese",₹500,11 AM to 1 AM,2.7
Karnataka,144 reviews,"South Indian, North Indian, Chinese",₹650,12 Noon to 12 Midnight,3.8
Dukes Pastry Shop,120 reviews,"Bakery, Fast Food",₹300,"11:30 AM to 9:30 PM (Mon-Sat), Sun Closed",4.0
Cheenos,240 reviews,"American, Italian","₹1,500","11:30 AM to 9:30 PM (Mon-Sat), Sun Closed",4.0
Filmy Cafe and Bar,148 reviews,"North Indian, Fast Food, Chinese, Continental","₹1,200",11 AM to 11 PM,4.1
LeanBodyMeals,78 reviews,"Healthy Food, Salad, Italian, Continental",₹600,12 Noon to 11:30 PM,3.9
LeanBodyMeals,78 reviews,"Healthy Food, Salad, Italian, Continental",₹600,12 Noon to 11:30 PM,4.2
Smaaash,43 reviews,"North Indian, Thai, Continental","₹1,350",11 AM to 11 PM,3.8
Amalfi,242 reviews,Italian,"₹1,800",11 AM to 11 PM,3.5
RDX,131 reviews,"North Indian, Chinese, Mughlai","₹1,000",11 AM to 10:30 PM,3.9
Roast House,170 reviews,"North Indian, Chinese, Continental",₹900,11 AM to 11 PM (Mon-Sun),3.8
Paapi Paet,120 reviews,"Fast Food, Beverages",₹550,12 Noon to 12 Midnight,3.6
Food High at My My Kitchen,142 reviews,"North Indian, Chinese",₹700,7:30 AM to 11:30 PM,3.5
Dietwholic,59 reviews,"Cuisine Varies, Healthy Food",₹600,"10 AM to 10 PM (Mon-Fri), 10 AM to 11 PM (Sat-Sun)",4.0
Pindi,182 reviews,"North Indian, Mughlai, Chinese","₹1,700",Mon-Sun (11 AM to 11 PM),3.8
Cafe Rendezvous,90 reviews,"Mexican, Italian, North Indian, Continental, Asian","₹1,550",7 AM to 11 PM,3.4
Popular Cakery,163 reviews,"Bakery, Desserts, Fast Food",₹500,11 AM to 11 PM,3.8
La Americana,80 reviews,"Burger, Beverages, Fast Food",₹500,11:30 AM to 11:30 PM (Mon-Sun),3.6
Shudh,134 reviews,"North Indian, Chinese, South Indian",₹600,"11 AM to 10:30 PM (Mon, Wed-Sun), Tue Closed",3.5
The Punjabiis Restro Bar,193 reviews,"North Indian, Chinese","₹1,200",10 AM to 8 PM,3.6
Spize Nothing Like That Bar Be Que,145 reviews,"North Indian, Chinese, Continental","₹1,200",12 Noon to 12 Midnight,3.6
Maachh Bhaat,145 reviews,Oriya,₹600,12 Noon to 11:30 PM,4.3
Cafe Turtle,118 reviews,"Cafe, Italian, Lebanese","₹1,000",8 AM to 11:30 PM,3.7
Uforia - The Craft Brewery,151 reviews,"Continental, Asian, North Indian, Italian","₹1,500",12 Noon to 11:30 PM,3.9
United Westends,94 reviews,"North Indian, Mughlai, Asian, Continental, European","₹1,900","Mon, Wed-Sun (10:30 AM to 10:30 PM), Tue (Closed)",4.0
Kake Di Hatti,161 reviews,North Indian,₹400,10 AM to 9 PM,4.3
Ghalib Kabab Corner,129 reviews,"Mughlai, Biryani",₹300,11 AM to 11 PM (Mon-Sun),3.8
Chickenette,121 reviews,"Raw Meats, North Indian, Chinese, Fast Food",₹650,11 AM to 11 PM,3.7
Sibang Bakery,121 reviews,"Bakery, Desserts",₹500,11 AM to 9:30 PM,4.1
Cafetorium,76 reviews,Cafe,₹600,"11 AM to 4 PM, 7 PM to 12 Midnight",3.6
Motuu's Qila,163 reviews,Sindhi,₹500,11 AM to 11 PM,4.0
The Coco Company,84 reviews,"Bakery, Desserts, Fast Food",₹550,10 AM to 10:30 PM,3.9
More Than Paranthas,145 reviews,North Indian,₹600,11 AM to 1 AM,4.1
Binge,130 reviews,"Cafe, Bakery, Desserts","₹1,000",6:30 AM to 11:30 PM,4.0
Hunger Station,99 reviews,"North Indian, Chinese, Italian, Healthy Food, Desserts",₹800,12 Noon to 11 PM (Mon-Sun),3.8
The Villain Café,182 reviews,"North Indian, Chinese, Continental","₹1,800",12 Noon to 11 PM,3.6
Avatar - Radisson Blu Kaushambi Delhi NCR,111 reviews,"Continental, Chinese, North Indian, Asian","₹2,000",10 AM to 10:30 PM,3.9
Flaming Chilli Pepper,134 reviews,"Chinese, Italian, North Indian",₹700,12 Noon to 12 Midnight,3.5
Rumours,139 reviews,"North Indian, Chinese, Italian","₹1,000","1 PM to 3:30 PM (Mon, Wed-Sun), Tue Closed",4.0
Hunger Station,99 reviews,"North Indian, Chinese, Italian, Healthy Food, Desserts",₹800,12 Noon to 12 Midnight,3.7
Xiian,168 reviews,"Italian, Continental, North Indian, Chinese","₹1,400",7 AM to 10:30 PM,4.3
Ashok & Ashok Meat Dhaba,125 reviews,"Biryani, Mughlai",₹650,7:30 PM to 3:30 AM,3.5
Sartoria,160 reviews,Italian,"₹1,700",9 AM to 11 PM,3.6
Kiyan - Dusit Devarana,184 reviews,"European, North Indian, Thai","₹4,500",9 AM to 10 PM,3.6
Crave Busters,155 reviews,"North Indian, Chinese, Continental","₹1,100",10 AM to 10:30 PM,4.7
Chatpata Bong,76 reviews,"Bengali, North Indian",₹500,"1 PM to 11 PM (Mon, Wed-Sun), 6 PM to 11 PM (Tue)",3.5
Tee Dee,208 reviews,"Tibetan, Chinese",₹500,12:30 PM to 11 PM,3.6
Lakhori - Haveli Dharampura,125 reviews,"Mughlai, Street Food","₹3,000",10 AM to 9:30 PM,3.7
Majeed's,85 reviews,"Mughlai, North Indian",₹800,"12 Noon to 2:30 PM, 7 PM to 11:30 PM",4.1
"34, Chowringhee Lane",170 reviews,Fast Food,₹350,11 AM to 11 PM,3.6
Goli Vada Pav No. 1,154 reviews,Street Food,₹150,"11:30 AM to 3:30 PM, 7:30 PM to 11:30 PM",3.8
La Piazza - Hyatt Regency,178 reviews,Italian,"₹4,500",12 Noon to 12:30 AM,2.9
Jack 'n' Chill,250 reviews,"American, Italian, Cafe",₹500,10 AM to 10 PM,3.6
Invitation,221 reviews,"North Indian, Chinese","₹1,300",12 Noon to 1 AM,3.7
Cafe Immigrant,285 reviews,"Italian, Mediterranean, North Indian, Continental","₹1,200",12 Noon to 12 Midnight,3.8
The Cake Point,97 reviews,"Bakery, Fast Food, Chinese",₹500,11 AM to 11 PM (Mon-Sun),3.7
Prime Street Cafe,239 reviews,"North Indian, Continental, Mexican, Italian, Chinese","₹1,000",11 AM to 11 PM,3.5
Bunker,135 reviews,"Continental, North Indian, Chinese, Italian","₹1,300",10 AM to 10 PM,3.6
Burger Dominion,114 reviews,Fast Food,₹500,11 AM to 10:30 PM,3.9
Cosy Restaurant,100 reviews,"North Indian, Mughlai, Chinese","₹1,100","12 Noon to 11 PM (Tue-Sun), Mon Closed",3.4
Amigo's Hub,111 reviews,"Cafe, Fast Food",₹500,"12 Noon to 3 PM, 7 PM to 11:30 PM",3.9
Food Sauda,23 reviews,"North Indian, Chinese",₹700,7 PM to 11:30 PM,4.7
Bong Appetit,144 reviews,"Bengali, Italian, French",₹700,12 Noon to 12 Midnight,3.7
The Oriental Blossom - Optus Sarovar Premiere,82 reviews,"Chinese, Seafood","₹3,000",12 Noon to 12 Midnight,3.7
Kama - Radisson Blu Kaushambi Delhi NCR,118 reviews,"North Indian, Mughlai","₹2,000","11 AM to 10:30 PM (Mon, Wed, Thu, Fri, Sat), Closed (Tue),12:30 PM to 10:30 PM (Sun)",3.8
Torgauer Brewpub,198 reviews,"Finger Food, Continental, Italian, North Indian, Chinese","₹1,800",11:30 AM to 10:30 PM,3.6
Torgauer Brewpub,198 reviews,"Finger Food, Continental, Italian, North Indian, Chinese","₹1,800","12 Noon to 2:45 PM, 7 PM to 11:30 PM",4.0
FO - Food Overloaded,121 reviews,"Cafe, Continental, Italian",₹400,"10:30 AM to 11 PM (Mon-Thu),10:30 AM to 11:30 PM (Fri),10:30 AM to 9:30 PM (Sat),Closed (Sun)",4.0
FreshMenu,108 reviews,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",₹600,11 AM to 1 AM,3.8
Baluchi - The Lalit New Delhi,133 reviews,"Mughlai, North Indian, South Indian, Seafood","₹4,500",11:30 AM to 12 Midnight,3.5
The Chocolate Villa,149 reviews,"Desserts, Fast Food",₹350,"12 Noon to 4 PM, 7 PM to 11 PM",3.6
Aroma Rest O Bar,203 reviews,"North Indian, Mughlai, Chinese",₹800,10:30 AM to 11:30 PM,4.1
Go! Biryani,72 reviews,Biryani,₹500,12 Noon to 11 PM,3.6
Uncle's,96 reviews,"North Indian, Chinese, Mughlai",₹700,11 AM to 12 Midnight,3.8
Kunafa,112 reviews,"Desserts, Middle Eastern, Turkish",₹300,9:30 AM to 10:30 PM,3.8
Walk In The Woods,31 reviews,"North Indian, Mughlai, Chinese","₹1,400",8 AM to 10:30 PM,3.9
Food Mechanic,166 reviews,"North Indian, Italian, Continental, Chinese","₹1,200","12 Noon to 11 PM (Mon-Sat), Sun Closed",3.9
The Village Café,104 reviews,"Cafe, American, Italian, North Indian, Chinese",₹700,11 AM to 11 PM,3.8
The Artful Baker,133 reviews,"Bakery, Fast Food",₹600,24 Hours,3.8
Indian Bistro Company,158 reviews,North Indian,₹750,12 Noon to 11 PM,3.5
FrenZone,154 reviews,"North Indian, Chinese, Fast Food, Cafe",₹800,10 AM to 11:30 PM,3.5
Bistrot - Optus Sarovar Premiere,63 reviews,"North Indian, Continental, Chinese","₹2,000",10 AM to 11 PM,4.3
The Chinese Hut,94 reviews,Chinese,₹500,"11 AM to 11 PM (Mon, Wed-Sun), 1 PM to 11 PM (Tue)",3.6
Grand Plaza,119 reviews,"North Indian, Chinese, Fast Food, Bakery",₹800,"12:30 PM to 3:30 PM, 7:30 PM to 11:15 PM",3.9
Cafe Amaretto,58 reviews,"Cafe, Italian, Bakery, American","₹1,000",11 AM to 11 PM,3.7
Chaskaa,107 reviews,"Chinese, North Indian, Italian",₹650,9 AM to 11 PM,3.8
Rice Bowl,126 reviews,"Chinese, Seafood","₹1,100","7 AM to 10:30 AM, 12:30 PM to 3 PM, 7 PM to 11 PM",4.2
Zerzura - Clarion Collection - Qutab,235 reviews,"Middle Eastern, Moroccan, Mediterranean, European, North Indian","₹3,400",12 Noon to 12 Midnight,4.0
Glued,159 reviews,Fast Food,"₹1,000",11:30 AM to 12 Midnight,3.6
The Coffee Bean & Tea Leaf,191 reviews,Cafe,₹700,11 AM to 11 PM (Mon-Sun),3.6
64/6 -  Country Inn & Suites,156 reviews,"North Indian, Chinese, Thai, Continental","₹3,000",12 Noon to 1 AM,3.8
Junoon Restro Bar,95 reviews,North Indian,"₹1,250",11 AM to 1 AM,3.3
Raasa The Luxuriate Fine Dine,78 reviews,"North Indian, Mughlai, Chinese","₹1,150",11 AM to 11 PM,4.1
Haochi,81 reviews,Chinese,₹600,12 Noon to 11:30 PM,4.4
Storm Bar & Grill,126 reviews,"Continental, Italian, North Indian, Mexican","₹1,400",12 Noon to 1 AM,3.9
JW Mirage,209 reviews,"North Indian, Chinese, Continental","₹1,200","12 Noon to 3:30 PM, 7 PM to 11:30 PM",4.2
Bombay Blossoms,53 reviews,Street Food,₹400,12 Noon to 11 PM (Mon-Sun),3.6
En - The Japanese Restaurant,124 reviews,Japanese,"₹2,800",11 AM to 3:30 AM,3.6
The Roost - Urban Bristro And Bar,33 reviews,"North Indian, Tex-Mex, Continental, European, Italian","₹1,500",3 PM to 1 AM,3.7
Masala House,73 reviews,North Indian,"₹1,800",7 AM to 11 PM,3.4
Zauk,109 reviews,"Mughlai, North Indian",₹500,11:30 AM to 11:30 PM,4.0
The Grill Kitchen,79 reviews,"North Indian, Mughlai",₹650,"12 Noon to 4:30 PM, 6:30 PM to 11 PM",3.4
Bulldogs,254 reviews,"Italian, North Indian, Mughlai, Continental","₹2,200",11 AM to 11 PM,3.8
Qahwa - Dinercafe,120 reviews,Cafe,₹650,10:30 AM to 11 PM,3.8
The Nook,190 reviews,"North Indian, Mughlai, Chinese, Continental","₹2,500","1 PM to 11 PM (Tue-Sun), Mon Closed",3.8
Divya's Rimpy Restaurant,127 reviews,"North Indian, Chinese, Mughlai",₹800,12 Noon to 12 Midnight,4.1
Legend's,72 reviews,North Indian,"₹1,000",11 AM to 11 PM,4.0
Amar Jyoti,127 reviews,"North Indian, Mughlai",₹600,"11 AM to 3:30 PM, 6 PM to 11 PM",3.6
Delhi - Kingdom of Dreams,144 reviews,Street Food,₹500,10 AM to 10:30 PM,2.6
Quaff,161 reviews,"American, Italian, Chinese","₹1,750",10 AM to 10:30 PM,4.1
Shraman - The Ashok,206 reviews,"Rajasthani, North Indian, Gujarati","₹1,800",12 Noon to 12:30 AM,3.9
Andhra Biryani House,183 reviews,"Biryani, Hyderabadi, Andhra",₹700,11 AM to 11 PM,3.8
Moti Restaurant,71 reviews,"North Indian, South Indian, Chinese",₹550,11 AM to 11 PM,3.7
Biryani By Kilo,77 reviews,"Biryani, Mughlai",₹700,12 Noon to 1 AM,3.2
Boombox Cafe,159 reviews,"North Indian, Italian, Chinese, American","₹1,600",11 AM to 11 PM (Mon-Sun),3.7
The Bounty,110 reviews,"Cafe, North Indian, Chinese",₹700,"12:30 PM to 2:45 PM, 6:30 PM to 11:45 PM",4.0
Dilkhush Food Plaza,97 reviews,"North Indian, Chinese",₹900,10 AM to 11 PM,3.9
Bandstand,191 reviews,"European, Continental","₹1,700",1 PM to 10:30 PM,3.8
#nofilter,195 reviews,"Cafe, Continental","₹1,100",9 PM to 4 AM,3.8
Masala Art - Taj Palace Hotel,141 reviews,"North Indian, Continental","₹3,500",11 AM to 11 PM,3.6
Vintage 31 - Bistro & Cafe,126 reviews,Cafe,"₹1,600","10 AM to 10 PM (Mon-Sat), Sun Closed",4.0
KC Restaurant,101 reviews,Chinese,₹450,"12:30 PM to 3:30 PM, 7:30 PM to 10:30 PM",3.7
Moon Bite,95 reviews,"North Indian, Chinese",₹300,12 Noon to 11:30 PM,3.9
Cafe Tafri,122 reviews,"Cafe, Fast Food",₹900,11:30 AM to 11:30 PM,3.7
Foodport,110 reviews,"North Indian, Chinese, Continental, Thai",₹400,11 AM to 11 PM,2.9
Viva O' Viva,185 reviews,"Goan, Seafood","₹1,000",12 Noon to 1 AM,3.8
Masabaa - The Treasury,228 reviews,"North Indian, Chinese, Continental, Italian","₹2,300",11 AM to 11 PM,3.5
Over D Top Bistro,89 reviews,"Continental, Chinese",₹700,10 AM to 1 AM (Mon-Sun),3.6
Ristorante Prego,231 reviews,Italian,"₹1,200",11 AM to 11:30 PM,3.3
S Bar & Restaurant - Shalom,163 reviews,"Continental, Moroccan, Chinese","₹3,000",6 AM to 3:30 PM,3.7
Burger Joint,89 reviews,"Fast Food, Burger",₹300,12:30 PM to 11 PM,4.0
Dezertfox,65 reviews,"Desserts, Bakery",₹550,"12 Noon to 3 PM, 6:30 PM to 11 PM",3.8
Enokee,167 reviews,"North Indian, Chinese, Italian, Finger Food",₹800,"11 AM to 11:30 PM (Mon, Wed-Sun), 2 PM to 11:30 PM (Tue)",3.5
The Breakfast Club,119 reviews,"Continental, North Indian",₹500,"10:30 A.M. to 3:30 P.M., 6:45 P.M. to 11:30 P.M.",3.6
Litti.In,167 reviews,Bihari,₹200,10 AM to 10 PM,4.1
Drift,148 reviews,"North Indian, Chinese, Italian, Mediterranean","₹1,200",3 PM to 12 Midnight,3.3
New Chawla Chicken - Kabab Roll Wale,109 reviews,"North Indian, Chinese",₹800,12 Noon to 1 AM,3.7
Dine-Esty,118 reviews,"Chinese, Japanese, North Indian","₹1,500",12 Noon to 12 Midnight,3.5
Donald's Pastry Shop,103 reviews,Bakery,₹300,12 Noon to 1 AM,2.8
Gardenia Food & Grill,153 reviews,"North Indian, Italian, Chinese","₹1,100",12 Noon to 6 AM,2.8
The Groghead,168 reviews,"Italian, North Indian","₹1,700",11 AM to 1 AM,3.5
Doosri Mehfil,102 reviews,"North Indian, Chinese, Mughlai",₹950,12 Noon to 12 Midnight,3.6
Delhicious Kitchen,115 reviews,"North Indian, Lebanese, Fast Food, Italian",₹900,12:30 PM to 11 PM,3.6
Captain Bill$ Deliverz,98 reviews,"North Indian, Chinese, Fast Food","₹1,000",12 Noon to 11:30 PM,3.5
Tap House Cafe,117 reviews,"Finger Food, North Indian, Continental","₹1,300",12 Noon to 10 PM,3.9
The Common Room,230 reviews,"North Indian, Continental, American","₹1,400",11 AM to 12 Midnight,3.8
Gharua Exaj,104 reviews,Assamese,₹500,11 AM to 11 PM,3.5
Green Lounge,75 reviews,"North Indian, Chinese, Continental","₹1,200",24 Hours,2.1
Dimsum & Co.,72 reviews,Chinese,₹650,12 Noon to 1 AM (Mon-Sun),3.9
Garam Dharam,146 reviews,North Indian,"₹1,300",11 AM to 11:30 PM,3.5
Café Void,66 reviews,"Cafe, Chinese, Italian",₹600,11 AM to 11 PM,3.8
Comesum,134 reviews,"Fast Food, North Indian, South Indian",₹350,8 AM to 12:30 AM,3.7
JAIL - Behind The Bar,75 reviews,"North Indian, Chinese, Continental, Italian","₹1,500",11 AM to 12 Midnight,2.6
Chicago Pizza,137 reviews,Pizza,₹600,8 AM to 11 PM,2.5
Wendy's,103 reviews,"Burger, Fast Food",₹400,7 AM to 10 PM,3.8
Art of Spices,119 reviews,"Fast Food, North Indian, Mughlai",₹600,12 Noon to 1 AM,2.7
Red Mango,217 reviews,"Desserts, Fast Food",₹750,"8 AM to 2 PM, 4:30 PM to 9:30 PM (Tue-Sun), Mon Closed",4.3
Red Chilli,94 reviews,"North Indian, Chinese","₹1,500",12 Noon to 11 PM,3.5
Sam's Cafe,122 reviews,"Italian, North Indian, Chinese",₹750,12 Noon to 12 Midnight,2.6
Health Buzzz,114 reviews,Healthy Food,₹350,12 Noon to 11:30 PM,3.4
Cafe Cruise,106 reviews,"Continental, North Indian, Chinese","₹1,400",Mon-Sun (8 AM to 11:30 PM),3.2
Novelty Dairy & Stores,174 reviews,Fast Food,₹200,11 AM to 11:30 PM (Mon-Sun),3.5
Shaolin,122 reviews,Chinese,₹800,7 PM to 11 PM,3.8
24 Carat Lounge,160 reviews,"North Indian, Chinese, Thai","₹2,000","12 Noon to 11 PM (Mon, Tue, Wed, Thu, Sun), 12 Noon to 12 Midnight (Fri-Sat)",3.8
Pioneer's Flavours of China,139 reviews,Chinese,₹900,11 AM to 11 PM,3.0
Kebabplus,84 reviews,"North Indian, Lebanese, Mughlai, Biryani, Fast Food",₹600,24 Hours,3.8
Hong Kong Express,82 reviews,"Chinese, Thai",₹800,24 Hours,3.8
Qureshi's Kabab Corner,158 reviews,"North Indian, Mughlai",₹650,12 Noon to 1 AM,3.5
Spice Darbaar,66 reviews,North Indian,₹600,11 AM to 11 PM,3.8
Tilak's The Diners,87 reviews,"North Indian, Chinese, Fast Food",₹700,"12 Noon to 3:30 PM, 6:30 PM to 11 PM (Mon-Sun)",2.7
Latitude - Vivanta By Taj,146 reviews,"North Indian, Mediterranean, European, Asian, Chinese, Pizza","₹3,500",11 AM to 10:30 PM,2.6
The One - Le Meridien,129 reviews,Continental,"₹4,500","1 PM to 4 PM, 6 PM to 10 PM",3.8
Buzz,104 reviews,"North Indian, Chinese, Italian, Finger Food","₹2,000","10 AM to 9 PM (Mon-Sat), Sun Closed",4.0
Big Fat Sandwich,127 reviews,American,₹800,12 Noon to 1 AM,3.9
Kamboj's,115 reviews,"North Indian, Mughlai, Chinese",₹800,"12 Noon to 3 PM, 6:30 PM to 11 PM",3.6
Rubaab Restaurant,81 reviews,"North Indian, Mughlai, Chinese",₹600,10 AM to 12 Midnight,3.8
Bijoli Grill,189 reviews,"Bengali, North Indian, Chinese",₹800,12 Noon to 11 PM,4.1
Cafe 5H By The Kitchen Connect,39 reviews,"Cafe, Italian, Continental",₹850,12 Noon to 12 Midnight,3.7
Wolfgang & Company,128 reviews,"European, Italian, Middle Eastern, Chinese, North Indian","₹2,000",12:30 PM to 11:30 PM,3.5
Nanking,187 reviews,"Chinese, Seafood","₹1,500",11 AM to 11 PM,3.6
Otik Cake Shop,81 reviews,"Bakery, Desserts, Fast Food",₹250,11 AM to 11 PM,4.5
Mr. Brown,113 reviews,"Bakery, Desserts, Fast Food",₹500,"12 Noon to 4 PM, 7 PM to 11 PM",3.7
3 Pegs Down,138 reviews,"Tex-Mex, Continental, Italian, North Indian","₹1,000",9 AM to 12 Midnight,4.0
Papa Veg Chinese Food,63 reviews,"North Indian, Chinese",₹450,12:30 PM to 11:30 PM,3.9
O2,105 reviews,"Chinese, North Indian","₹1,100",10:30 AM to 11 PM,4.1
Twigly,181 reviews,"Italian, Asian, Continental",₹500,11 AM to 11 PM (Mon-Sun),3.9
Yumz,105 reviews,"North Indian, Chinese, Italian, Continental",₹800,10:30 AM to 11 PM,3.7
Nowhere Terrace Brewpub Cafe,71 reviews,"Continental, European, Asian, North Indian, Chinese, Italian","₹1,600",11 AM to 1 AM,3.6
Charcoal Tandoor Grill,120 reviews,"European, North Indian","₹1,300",12 Noon to 1 AM,4.2
The Hangout by 1861,102 reviews,"Continental, American, Italian","₹1,600",11 AM to 11:30 PM,3.9
Fit Bites,104 reviews,"Cafe, Healthy Food",₹800,11 AM to 11 PM,3.6
Sanjay Chur Chur Naan,121 reviews,"North Indian, Beverages",₹350,8 PM to 4 AM,3.6
TC Bar & Restaurant,130 reviews,"Finger Food, Continental, Asian, Seafood, Fast Food","₹1,500","11 AM to 11 PM (Mon, Wed, Thu, Fri, Sat, Sun), Closed (Tue)",3.3
Kulfiano,108 reviews,Ice Cream,₹200,11 AM to 11:30 PM,2.5
Mistral,194 reviews,"Italian, European","₹2,200",12:30 PM to 1 AM,4.2
Al Zaitoon,110 reviews,"Lebanese, Mediterranean, Arabian",₹850,11 AM to 11 PM,3.8
The Owl's Kitchen,92 reviews,"North Indian, Italian, Fast Food",₹900,24 Hours,3.6
Spiceroot,92 reviews,"North Indian, Mughlai, Chinese",₹650,"12 Noon to 11 PM (Mon-Sat), Sun Closed",3.5
Privilege Punjab,107 reviews,"North Indian, Mughlai, Chinese","₹1,000","6:30 PM to 2 AM (Mon, Wed-Sun), Tue Closed",4.0
Number 8,77 reviews,"European, Continental","₹1,700",12 Noon to 11 PM,4.4
Khana Khazana,127 reviews,"North Indian, Chinese",₹800,11 AM to 11 PM,3.9
Mosaic - Crowne Plaza,126 reviews,"Italian, Chinese, North Indian","₹3,000",11 AM to 10:30 PM,3.6
Orange Chopsticks,101 reviews,"Chinese, Thai, Asian","₹1,300","12 Noon to 3 PM, 7 PM to 11:45 PM",4.7
Food O Gram,40 reviews,North Indian,₹800,12 Noon to 11 PM,3.8
ThaiCrate,65 reviews,"Thai, Asian, Salad, Seafood","₹1,200","9 PM to 1:30 AM (Tue-Sun), Mon Closed",3.5
Kapoors Balle Balle,177 reviews,"North Indian, Chinese",₹400,8 AM to 11:30 PM,4.4
Arabian Nites,126 reviews,Lebanese,₹300,10 AM to 10:30 PM,3.9
Neung Roi - Radisson Blu Plaza Delhi,140 reviews,Thai,"₹3,000",11 AM to 1 AM,3.8
Abongchiiz,51 reviews,"Chinese, Continental, North Indian",₹700,7 AM to 10 PM,3.8
Capitol - The Ashok,82 reviews,Finger Food,"₹2,400",12 Noon to 12:30 AM,3.7
Vero Gusto,61 reviews,"Healthy Food, Fast Food",₹250,Mon-Sun (7 AM to 11 AM),4.0
Bread & More,79 reviews,"Bakery, Desserts, Fast Food",₹500,12 Noon to 12:45 AM,4.0
The Junkyard Cafe,86 reviews,"North Indian, Mediterranean, Asian","₹1,400",9 AM to 11 PM,3.7
Maharashtra Sadan,156 reviews,"Maharashtrian, North Indian",₹300,11 AM to 10:30 PM,3.6
Out of the Box,193 reviews,"American, North Indian, European, Asian, Italian","₹1,500",11 AM to 10 PM,3.6
Breakfast 7-11,44 reviews,"Continental, Fast Food, North Indian, Salad, South Indian",₹400,"12 Noon to 11 PM (Mon),8 AM to 11 PM (Tue-Sun)",4.3
The Nest,114 reviews,"Continental, Italian, North Indian","₹2,200",11:30 AM to 12 Midnight,3.5
Sona Sweets Sri Udipi Restaurant,148 reviews,"North Indian, South Indian, Mithai",₹400,"12 Midnight to 1 AM, 11 AM to 12 Midnight (Mon-Sun)",3.9
Suruchi,125 reviews,"North Indian, South Indian, Gujarati, Rajasthani",₹700,8 AM to 11 PM,2.7
Baked Buns,80 reviews,Fast Food,₹500,10 AM to 11 PM,3.7
Café Bogchi,83 reviews,"Cafe, Continental, Italian",₹650,11 AM to 11 PM,3.6
Escape Terrace Bar Kitchen,158 reviews,"Continental, Chinese, North Indian","₹1,300",11 AM to 10 PM,3.8
The Bunk House,37 reviews,"Italian, Continental, North Indian","₹2,000",11 AM to 11 PM,3.7
Southy,75 reviews,South Indian,₹350,10 AM to 11 PM,3.5
Cones & Curries,120 reviews,Fast Food,₹250,"12 Noon to 3 PM, 7:30 PM to 11 PM",4.1
Johnny Rockets Express,113 reviews,"Fast Food, American, Burger",₹800,11 AM to 11 PM,3.8
Atul Chaat Corner,199 reviews,Street Food,₹100,6:30 AM to 1 AM,4.0
Pikwik,79 reviews,"North Indian, Chinese, Continental, Mughlai","₹1,400",11 AM to 11 PM,1.9
NutriVito,111 reviews,Italian,₹800,11 AM to 11 PM,3.7
Chor Bizarre - Hotel Broadway,147 reviews,"North Indian, Kashmiri, Chinese, Thai, Korean","₹2,000",10 AM to 10 PM,3.7
La Pino'z Pizza,88 reviews,"Fast Food, Pizza","₹1,000",11 AM to 11 PM,3.5
Cafe G - Crowne Plaza,98 reviews,"North Indian, Continental, Chinese","₹3,500","12:30 PM to 2:45 PM, 7:30 PM to 11:45 PM",4.3
Vaango!,111 reviews,South Indian,₹450,"11 AM to 5 AM (Tue-Sat), 7 PM to 5 AM (Sun), Mon Closed",3.0
Cafe Secret Society,118 reviews,Cafe,₹800,11 AM to 11 PM,4.2
Bakington,90 reviews,"Bakery, Desserts, Fast Food",₹500,11:30 AM to 10 PM,3.9
Hi Mircheee,180 reviews,"North Indian, Mughlai, Chinese",₹750,"1 PM to 11 PM (Mon, Wed-Sun), Tue Closed",3.7
House of Ming - The Taj Mahal Hotel,159 reviews,Chinese,"₹5,500","12:30 PM to 3:30 PM, 7 PM to 1 AM (Mon-Sun)",4.2
The FLIP Cafe,97 reviews,"Continental, Fast Food, North Indian, Chinese",₹650,12 Noon to 12 Midnight,3.6
Movenpick,46 reviews,"Desserts, Ice Cream, Beverages",₹400,12 Noon to 11:30 PM,3.2
Le ROFL,102 reviews,"Cafe, Continental, Chinese","₹1,000","12:30 PM to 2:30 PM, 7 PM to 12:30 AM",4.2
New Minar,130 reviews,"North Indian, Mughlai","₹1,250",11 AM to 11 PM,3.5
Arriba - Mexican Grill & Tequileria,59 reviews,Mexican,"₹2,500","7 PM to 1 AM (Wed-Sun), Mon & Tue Closed",3.6
Hunter Valley,154 reviews,"Mexican, Italian, North Indian, Chinese","₹1,600",11 AM to 10 PM,3.6
