name,review-count,cuisines,cost for 2,timings,rating
Chill and Grill,89 reviews,"Chinese, Continental, Indian, Seafood","₹1,400","11:30 AM to 3:30 PM, 6:30 PM to 11:30 PM",2.4
Delhi Dhaba,112 reviews,"North Indian, Chinese","₹1,300",12 Noon to 10 PM,3.9
Sanjeevanam,95 reviews,"South Indian, Chinese, North Indian",₹600,24 Hours,4.1
Cafe Mercara Express - ITC Grand Chola,84 reviews,"South Indian, Cafe, Continental, North Indian","₹2,000","12:30 PM to 3 PM, 7 PM to 10:45 PM",3.9
Ente Keralam,78 reviews,Kerala,₹750,10 AM to 10 PM,4.6
Bombay Lassi,135 reviews,Fast Food,₹100,11 AM to 12 Midnight,2.6
Rahhams Families International,122 reviews,"Biryani, North Indian, Chinese, Arabian",₹600,11 AM to 10 PM,3.9
Eggies Restaurant,74 reviews,Fast Food,₹300,"Mon-Sun (12:30 PM to 3:30 PM, 7 PM to 11 PM)",3.9
Ink 303,41 reviews,"Continental, Italian","₹1,200",11 AM to 11 PM,3.7
WOSS - World of Sub's & Salad's,80 reviews,Fast Food,₹500,7 AM to 10:30 PM,3.9
Menaka - Hotel Palmgrove,148 reviews,"North Indian, South Indian, Chinese",₹600,"12 Noon to 3 PM, 7 PM to 11 PM",3.8
Meena Tai's,65 reviews,Maharashtrian,"₹1,200",11 AM to 11 PM,3.8
Metro Dine,59 reviews,"Mughlai, North Indian, Chinese",₹700,7 PM to 11:30 PM,4.2
Kefi - Taj Club House,119 reviews,"Mediterranean, Lebanese, Moroccan, Spanish","₹3,000","12:30 PM to 3:30 PM, 7 PM to 11 PM",3.3
Fisherman's Fare,105 reviews,"Seafood, North Indian, Chinese, Mediterranean",₹900,11 AM to 11 PM,3.3
Eagle Boys Pizza,48 reviews,Pizza,₹600,"11:30 AM to 4 PM, 6:30 PM to 11 PM",3.9
Kumaravel Chettinad Meals,49 reviews,Chettinad,₹400,12:30 PM to 10 PM (Mon-Sun),4.0
Swiss Hutte,109 reviews,Continental,"₹1,100",8 PM to 2 AM,3.8
Pasha - The Park,80 reviews,"Continental, Beverages, Fast Food, Pizza, European, Finger Food","₹3,500",10 AM to 11 PM,2.6
Costa Coffee,123 reviews,Cafe,₹500,8 AM to 8 PM,4.2
Old Madras Baking Company,115 reviews,"Bakery, Desserts",₹300,10 AM to 11 PM,3.9
The Coffee Bean & Tea Leaf,122 reviews,"Cafe, Desserts",₹700,"11:30 AM to 3:30 PM, 7 PM to 11 PM",2.6
Parambriym,82 reviews,"Chettinad, South Indian",₹600,10 AM to 11 PM,3.8
Starbucks,80 reviews,Cafe,₹650,7 AM to 10:30 PM,3.9
Krishna Restaurant,86 reviews,"South Indian, North Indian",₹500,5 PM to 11 PM,4.0
Jelly Belly,56 reviews,"Bakery, Desserts",₹250,"12 Noon to 10:30 PM (Mon), 11 AM to 10:30 PM (Tue-Sun)",3.0
Intalia,79 reviews,"Pizza, Italian, Salad, Healthy Food",₹700,"Mon-Fri (12 Noon to 3 PM, 6 PM to 11:59 PM), Sat-Sun (12 Noon to 11:59 PM)",3.8
Sudaka,62 reviews,"South American, Continental","₹2,000",11:30 AM to 11:30 PM,2.5
Lebanon Arabian Multicuisine Restaurant,100 reviews,"Arabian, Lebanese, North Indian, Chinese",₹650,11 AM to 11 PM,3.6
Tuscana Pizzeria,42 reviews,"Italian, Pizza","₹1,700",11 AM to 11 PM,3.6
Tuck Shop Gourmet,41 reviews,"American, Fast Food",₹600,6 PM to 12 Midnight,4.1
High - The Raintree,87 reviews,Finger Food,"₹2,000","11:45 AM to 3 PM, 7 PM to 11 PM",3.9
Mumum,60 reviews,"North Indian, South Indian, Chinese",₹500,"12 Noon to 4:30 PM, 7 PM to 11:30 PM",2.4
Gongura,104 reviews,"Andhra, Chinese",₹600,10 AM to 10 PM,3.6
Sketch - The Cafe,98 reviews,"Cafe, Continental, Italian",₹700,11 AM to 11 PM,4.0
Pabrai's Fresh and Naturelle Ice Creams,54 reviews,"Ice Cream, Desserts",₹200,"12 P.M. to 3 P.M., 7 P.M. to 11 P.M. (Mon), 7 A.M. to 11 P.M. (Tue-Sun)",3.8
Aqua - The Park,97 reviews,"Continental, Seafood, Mexican, Mediterranean, Desserts, Charcoal Grill, Finger Food, Middle Eastern","₹2,500",11 AM to 11 PM,3.5
Sandwich Square,71 reviews,Fast Food,₹250,Mon-Sun (11 AM to 12 Midnight),3.7
Love Peace Karma,115 reviews,"North Indian, Italian, Thai","₹1,000","12 Noon to 4 PM, 7 PM to 11 PM",3.4
Charminar,110 reviews,"North Indian, Hyderabadi, Chinese, Biryani",₹600,11 AM to 11 PM,3.7
Bistro 100,33 reviews,"Continental, Desserts, European",₹800,7 PM to 11 PM,4.4
China XO - The Leela Palace,48 reviews,Chinese,"₹4,000",11:30 AM to 11 PM,3.8
Wrapsody,93 reviews,"Continental, Beverages","₹1,000",10 AM to 11 PM,3.7
Starbucks,106 reviews,Cafe,₹650,10 AM to 1 AM,3.7
Cafe Coffee Day The Square,94 reviews,Cafe,₹450,7 PM to 11:30 PM,4.4
Royal Vega - ITC Grand Chola,72 reviews,"North Indian, Mughlai","₹4,000",24 Hours,3.7
Cilantro - Le Royal Meridien,56 reviews,"European, Chinese","₹3,000",11 AM to 11 PM,3.8
Brunchies All Day,30 reviews,"American, Italian, Continental, Desserts",₹850,11:30 AM to 11 PM (Mon-Sun),3.8
Mascarpone,20 reviews,"Cafe, Desserts, Italian","₹1,200","11 AM to 3:30 PM, 6:30 PM to 11 PM",3.4
Munveedu,108 reviews,"South Indian, Chettinad, Chinese, Mughlai",₹800,"12 Noon to 3 PM, 7 PM to 11 PM",3.8
Kolapasi Takeaway,63 reviews,"North Indian, South Indian",₹400,10:30 AM to 12 Midnight,3.8
Bombaysthan,56 reviews,"Desserts, Fast Food",₹400,24 Hours,3.7
The Lobby Cafe - Hotel Radha Regent,75 reviews,"Chinese, North Indian, Continental, Mughlai","₹1,700","7 AM to 10 AM, 12 Noon to 3:30 PM, 7 PM to 12 Midnight",2.7
Piano - The Savera Hotel,74 reviews,"North Indian, Continental","₹1,500","12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sat),11:30 AM to 3:30 PM, 6:30 PM to 11 PM (Sun)",3.6
Holy Grill,92 reviews,North Indian,"₹1,200","12:30 PM to 4 PM, 6 PM to 11 PM",3.7
Asli Punjabi Rasoi,77 reviews,"North Indian, Street Food",₹550,"1 PM to 11 PM (Mon-Sat), 6 PM to 11 PM (Sun)",3.9
Kozhi Idli,115 reviews,South Indian,₹150,24 Hours,3.6
Quintessence - Hotel Raj Park Chennai,52 reviews,"North Indian, Continental","₹1,200","11:45 AM to 3 PM, 7 PM to 11 PM",3.7
Kolapasi Takeaway,37 reviews,"North Indian, South Indian",₹400,"12 Noon to 3 PM, 7 PM to 11 PM",3.8
Barbeque Nation,87 reviews,"North Indian, Continental","₹2,000",5:30 AM to 11 PM,3.9
Shri Balaajee Bhavan,106 reviews,"South Indian, North Indian",₹500,7 AM to 11 PM,3.3
Sea Crest Restaurant & Bar - MGM Beach Resort,113 reviews,"Chinese, Continental, North Indian, South Indian, Seafood","₹1,200","11 AM to 11 PM (Mon-Thu), 8 AM to 11 PM (Fri-Sun)",3.8
Waffles Thru The Day,64 reviews,"British, Desserts, American, Cafe",₹700,"12:30 P.M. to 3:30 P.M., 7 P.M. to 11:30 P.M.",4.0
Focaccia - Hyatt Regency,67 reviews,Italian,"₹3,300",24 Hours,3.9
Anise - Taj Coromandel,104 reviews,"North Indian, South Indian, Italian, Mediterranean, Thai, Seafood","₹3,000",11 AM to 11 PM,3.0
London Grill N Shake,59 reviews,"Arabian, North Indian, Chinese",₹550,6:30 AM to 11 PM,3.9
The Square - Novotel,58 reviews,"European, North Indian, Chinese","₹2,500",12 Noon to 11:30 PM,4.1
Bayleaf OTG (On The Go),44 reviews,"Bengali, North Indian",₹250,11:30 AM to 12 Midnight,3.7
Samco,62 reviews,"North Indian, Chinese, Mughlai",₹800,2:30 PM to 9:30 PM,4.2
Thattu Vadai Settu Kadai,79 reviews,Street Food,₹120,8 AM to 11 PM,4.5
Zaiba's Sinsations,98 reviews,Bakery,₹300,"11:30 AM to 3:30 PM, 6:30 PM to 9 PM",3.4
Ambur Star Biryani,73 reviews,"Biryani, Fast Food",₹450,"11:30 AM to 3 PM, 6 PM to 10:30 PM",3.7
GoGo Ramen,69 reviews,Japanese,"₹2,000","12 Noon to 2:45 PM, 7 PM to 10:45 PM (Tue-Sun), Mon Closed",3.7
Rangis',84 reviews,Chinese,₹450,"11:30 AM to 4 PM, 6:30 PM to 11 PM",3.5
Madurai Kumar Mess,87 reviews,Chettinad,₹600,12 Noon to 10 PM,3.6
Nawab's Dine,89 reviews,Biryani,₹300,7 A.M. to 10:45 P.M.,4.0
Seagull - Vivanta by Taj  Fisherman's Cove,90 reviews,"Healthy Food, Continental, Mediterranean, South Indian, North Indian, Chinese, Asian","₹4,000",12:30 PM to 11 PM,2.9
Drizzles - The Fountain Food Court,33 reviews,"North Indian, South Indian, Chinese, Fast Food",₹750,10 AM to 11 PM,3.6
Munch Cafe,55 reviews,"Cafe, Continental",₹400,"12 Noon to 3 PM, 7 PM to 11 PM",3.7
Red e Drop Zone,53 reviews,"North Indian, Chinese, Continental, Thai",₹700,8 AM to 11 PM,3.7
The Brew Room,74 reviews,"Cafe, Continental, Italian, Desserts","₹1,100","6:30 AM to 10:30 AM, 12:30 PM to 3 PM, 6:30 PM to 11:45 PM",4.1
Salt. Co. 531 - Radisson Blu,31 reviews,"Continental, Asian, Mexican, Italian, Burger","₹4,800","11 AM to 3:30 PM, 7 PM to 11 PM",2.6
Amaravathi,88 reviews,"Andhra, North Indian, Chinese",₹700,"11:45 AM to 3 PM, 7 PM to 11 PM",3.9
Kolapasi Takeaway,69 reviews,"North Indian, South Indian",₹400,"12 Noon to 3:30 PM, 7 PM to 10:30 PM",4.0
Pait Pooja,108 reviews,North Indian,₹300,"12 Noon to 3 PM, 7 PM to 11 PM",3.8
China Town,52 reviews,Chinese,"₹1,120","12 Noon to 11 PM (Mon-Tue),11 AM to 11 PM (Wed-Sun)",3.9
Puffers Hookah Kafe,51 reviews,Cafe,₹550,11 AM to 12 Midnight,3.0
Rock Stone Ice Cream Factory,52 reviews,"Ice Cream, Desserts",₹250,"12:30 PM to 3 PM, 6:30 PM to 11:30 PM",4.0
Stix - Hyatt Regency,60 reviews,Chinese,"₹2,200",24 Hours,4.1
Club House - Taj Club House,84 reviews,"Cafe, North Indian, South Indian","₹2,000","7:30 AM to 9:30 AM, 12 Noon to 4 PM, 7 PM to 11 PM",3.8
Kumarakom,213 reviews,"North Indian, Kerala, Chinese",₹650,10:30 AM to 10 PM,4.5
Sree Balaji Sandwich Stall,118 reviews,Fast Food,₹150,11 AM to 11 PM,3.5
Numero UNO,62 reviews,Cafe,₹600,"7 AM to 12 Midnight (Mon-Wed, Fri-Sun), Thu Closed",3.6
Rainbow Restaurant,60 reviews,"North Indian, Chinese, Biryani, Kerala",₹550,"11 AM to 11 PM (Mon-Fri), 9 AM to 11 PM (Sat-Sun)",3.7
Cuckoo Club Diner,96 reviews,"American, Cafe",₹900,12 Noon to 11:30 PM (Mon-Sun),3.5
Tuscana Pizzeria,80 reviews,"Italian, Pizza","₹1,600",6 AM to 11 PM,3.9
ID,99 reviews,South Indian,₹500,11:30 AM to 11 PM,3.8
Gerrys,76 reviews,"South Indian, North Indian, Chinese, Biryani",₹500,11 AM to 11 PM,3.5
Sams Kitchen & Dot H,40 reviews,"Fast Food, Continental",₹750,6:30 AM to 2 AM,3.6
Tulips - Green Park Hotel,112 reviews,"North Indian, South Indian, Chinese, Continental","₹1,500","11 AM to 4 PM, 7 PM to 2 AM",3.7
New Andhra Meals Hotel,99 reviews,"Andhra, South Indian, North Indian, Chinese",₹550,"12 Noon to 3 PM, 7 PM to 11:30 PM",2.8
Jupiter Exprezz,72 reviews,"North Indian, Chinese, Mughlai, Italian, Mexican",₹800,6 AM to 11 PM,2.1
Hot Chips,79 reviews,South Indian,₹400,"7:30 AM to 9:30 AM, 12 Noon to 4 PM, 7 PM to 11 PM",3.8
Kumarakom,147 reviews,"North Indian, Kerala, Chinese",₹600,"6:30 AM to 9:30 AM, 11 AM to 3:30 PM, 6 PM to 10 PM (Mon-Sat), 7 AM to 10 AM, 11 AM to 3:30 PM (Sun)",3.6
Gharwaalatiffin,44 reviews,North Indian,₹300,"Mon-Fri (12 Noon to 3:45 PM, 7 PM to 3 AM), Sat-Sun (12 Noon to 3 AM)",2.4
Appa Sutta Dosai,112 reviews,"South Indian, Indian, Seafood, Beverages, Coffee and Tea, Fusion",₹400,11 AM to 11 PM,3.6
Rahman Biriyani,85 reviews,"Biryani, Chinese, North Indian",₹500,"12:30 PM to 3:30 PM, 7 PM to 10:30 PM",3.5
Velidis,104 reviews,"Andhra, North Indian",₹500,"12 Noon to 4 PM, 7 PM to 11 PM",2.9
Kari Virunthu,62 reviews,"Chinese, Seafood, South Indian",₹700,11 AM to 11 PM,2.9
TGI Friday's,71 reviews,"American, Tex-Mex","₹1,800","12 Noon to 3 PM, 7 PM to 12 Midnight",4.0
Chaat Bazaar,87 reviews,Street Food,₹400,12 Noon to 11 PM,2.6
Royal Indianaa - The Accord Metropolitan,102 reviews,"South Indian, North Indian","₹1,500",11 AM to 11 PM,3.6
Red Dragon,73 reviews,Chinese,₹500,11 AM to 11 PM,3.4
Godka By Simran,59 reviews,"Continental, Chinese, North Indian, South Indian","₹1,500","11:30 AM to 3:30 PM, 7 PM to 11 PM",3.6
Majestic 1963,48 reviews,"North Indian, Chinese",₹650,"12 Noon to 3 PM, 7 PM to 11 PM",4.1
Pind,25 reviews,"North Indian, Chinese",₹900,"11:30 AM to 3 PM, 6:30 PM to 11 PM",2.5
Barbeque Nation,58 reviews,"North Indian, Continental","₹2,000",11 AM to 10 PM,3.9
Liu's Waldorf,108 reviews,Chinese,₹700,"7 AM to 10 AM, 12:30 PM to 3 PM, 7 PM to 11 PM",3.4
Krispy Kreme,61 reviews,"Desserts, Cafe",₹400,"12:30 PM to 2:45 PM, 7 PM to 11:45 PM",4.3
Olives,62 reviews,"North Indian, Asian, South Indian",₹550,7 PM to 11:30 PM,3.8
Golden Dragon - Taj Coromandel,64 reviews,Chinese,"₹2,000",11 AM to 11 PM,3.4
Ottimo Cucina Italiana - ITC Grand Chola,64 reviews,Italian,"₹4,000",12 Noon to 12 Midnight,3.2
Sea Emperor,59 reviews,"Arabian, North Indian, Chinese, Fast Food",₹600,"11 AM to 3:30 PM, 6:30 PM to 10:30 PM",3.6
Cloud Nine - Roof Top Restaurant,67 reviews,"North Indian, Chinese, Mughlai","₹1,200",09:30 AM to 8:30 PM,4.5
Delhi Dhaba,82 reviews,"North Indian, Chinese","₹1,300",11 AM to 11:15 PM,3.8
Winner's Bakery,70 reviews,Bakery,₹200,"12 Noon to 3:30 PM, 7 PM to 11:30 PM",3.6
Jack N Jill Fast Food,65 reviews,"Chinese, North Indian, Seafood",₹400,9 AM to 9 PM,4.3
Novelty Tea House,50 reviews,"North Indian, South Indian, Street Food, Continental, Fast Food",₹800,10:30 AM to 11:30 PM,2.7
Anu's Cupcake Castle,54 reviews,"Bakery, Desserts",₹250,7:30 PM to 11 PM,3.7
Creamy Inn,46 reviews,"Ice Cream, Desserts",₹200,10 AM to 10:30 PM,3.9
Roast And Grills - Green Park Hotel,196 reviews,"Continental, Chinese, European, Italian, North Indian","₹1,800",11:30 AM to 11:45 PM,3.6
Goli Vada Pav No. 1,87 reviews,Street Food,₹150,"11:30 AM to 4 PM, 6:30 PM to 11 PM",3.4
Cafe Amin,58 reviews,"Mughlai, North Indian, Chinese",₹600,"5:30 PM to 11 PM (Mon, Tue, Thu, Fri), 5 PM to 11 PM (Wed, Sat, Sun)",3.8
The Chicken Run,83 reviews,"North Indian, South Indian, Chinese, Biryani",₹350,10 AM to 10 PM,2.2
Westfield,81 reviews,"Desserts, Ice Cream",₹250,12 Noon to 11:45 PM,3.2
Arab Kitchen,56 reviews,"Arabian, North Indian, Fast Food",₹500,"11 AM to 11 PM (Mon-Fri), 10 AM to 11 PM (Sat-Sun)",3.6
Zamrud,102 reviews,"Chinese, Arabian",₹800,11 AM to 11 PM,3.8
Burger King,52 reviews,"American, Fast Food, Burger",₹500,12:30 PM to 10 PM,3.6
Hablife Novella - Hablis Hotel,51 reviews,"Seafood, European","₹2,900","7 AM to 10:30 PM (Mon-Sat), Sun Closed",4.1
Pasta Square,53 reviews,Italian,₹150,10 AM to 10:30 PM,3.7
Mami Kadai,106 reviews,South Indian,₹150,11 AM to 12 Midnight,3.2
Loiee Mithai & Rasoi,96 reviews,"North Indian, Chinese, Street Food, Mithai",₹650,11 AM to 10:30 PM,3.6
Baristo Brew,71 reviews,Fast Food,₹800,11 AM to 11 PM,3.8
Rainmaker,69 reviews,"South Indian, Chinese, North Indian",₹550,"11 AM to 4 PM, 7 PM to 11 PM",2.4
Blur Cafe,49 reviews,"Continental, North Indian",₹500,7 AM to 11:30 PM,3.5
ECR Dhaba,72 reviews,"North Indian, Seafood, South Indian",₹400,12 Noon to 10:30 PM,3.3
Hotel Topsee,59 reviews,"North Indian, Chettinad, Biryani",₹400,11 AM to 11 PM,3.8
Al Barack,106 reviews,"Arabian, North Indian, Chinese, Continental",₹800,"9 AM to 8 PM (Tue-Sat), Mon & Sun Closed",3.7
Chennai Chillin',78 reviews,"Ice Cream, Desserts, Fast Food",₹300,"Closed (Mon),12 Noon to 3 PM, 6 PM to 12 Midnight (Tue, Thu, Fri, Sat, Sun), 6 PM to 12 Midnight (Wed)",3.4
Cupcakes Amore,34 reviews,Desserts,₹400,"11 AM to 3:30 PM, 7 PM to 11 PM",3.0
Mr. Hong's Chinese,52 reviews,Chinese,₹400,10 AM to 10:30 PM,3.6
Ramaa's The Hyderabadi Food Court,58 reviews,"North Indian, Chinese, Biryani, Hyderabadi",₹650,"12 Noon to 4 PM, 7 PM to 11 PM",3.5
Loiee Mithai & Rasoi,129 reviews,"North Indian, Street Food, Mithai",₹650,24 Hours,3.9
Ponnusamy Hotels,74 reviews,"Chettinad, North Indian, South Indian, Biryani",₹650,"12 Noon to 3:30 PM, 7 PM to 10:30 PM",3.6
The Verandah - Vivanta by Taj Connemara,65 reviews,"Cafe, Continental, Italian, Seafood, North Indian, South Indian","₹3,500","11:30 AM to 3:30 PM, 7 PM to 11 PM",3.8
Pait Pooja,62 reviews,North Indian,₹300,10 AM to 11 PM,3.6
Southern Chinese Restaurant,41 reviews,Chinese,₹600,6 PM to 2 AM,3.8
Moz Burger,36 reviews,"Fast Food, Burger",₹350,7:30 AM to 10:30 PM,3.3
V4 Midnight Dhabba,57 reviews,"North Indian, Mughlai",₹550,"12:30 PM to 3 PM, 6 PM to 11:30 PM (Mon-Sat), 6 PM to 11:30 PM (Sun)",4.1
Cuppa Bistro,47 reviews,"Cafe, Continental",₹550,7 AM to 11 PM,3.7
Kozhi Idli,111 reviews,South Indian,₹150,7 PM to 4 AM,3.5
Small World - Neighbourhood Bar,123 reviews,"Finger Food, Continental, Italian","₹1,300",10:30 AM to 11:30 PM,3.8
Le Yogi,57 reviews,"North Indian, Seafood",₹650,11 AM to 11 PM (Mon-Sun),4.1
Nightu Foodie,83 reviews,North Indian,₹600,"12 Noon to 4 PM, 7 PM to 11 PM",3.6
Creamy Inn,57 reviews,"Ice Cream, Desserts",₹200,8:30 AM to 10:30 PM,4.0
Kapao,49 reviews,"Burger, Beverages, Fast Food, Cafe, Pizza",₹250,12 Noon to 11 PM,3.9
Kabul,60 reviews,"North Indian, Mughlai, Awadhi, Hyderabadi","₹1,500",11 AM to 11 PM,2.5
Shree Mithai,49 reviews,"Mithai, Desserts, Street Food",₹500,"11:30 AM to 3:30 PM, 6:30 PM to 11:30 PM (Mon-Tue, Thu), 11:30 AM to 4 PM, 6:30 PM to 11:30 PM (Wed, Fri-Sun)",3.6
Novelty Tea House,77 reviews,"North Indian, South Indian, Street Food, Continental, Fast Food",₹750,9 AM to 9:30 PM,2.7
Al Safa,101 reviews,"Arabian, North Indian, Chinese, Mughlai, Seafood, Biryani",₹950,"12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Thu), 12 Noon to 4 PM, 7 PM to 11:30 PM (Fri-Sun)",3.5
Arabian Rooster,41 reviews,"Arabian, Chinese, Biryani, North Indian, South Indian",₹350,"Mon-Sun (12:30 PM to 2:45 PM, 7 PM to 11:45 PM)",4.3
Mansukh Sweets & Snacks,74 reviews,"North Indian, Chinese, Street Food",₹350,"12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sun)",3.7
Kaaraikudi,41 reviews,"Chettinad, South Indian, Biryani",₹650,"12:30 PM to 3 PM, 7:30 PM to 12 Midnight",4.4
Dakshin - Crowne Plaza Chennai Adyar Park,55 reviews,"South Indian, Kerala, Chettinad, Andhra","₹1,800",11 AM to 10:30 PM,3.7
Desi Rasoi's Punjabi Dhaba,68 reviews,North Indian,₹600,11 AM to 10 PM,4.0
The Raintree - Vivanta by Taj Connemara,41 reviews,"Chettinad, South Indian","₹2,000","2 PM to 10:30 PM (Mon), 11:30 AM to 10:30 PM (Tue-Sun)",3.4
Annam,62 reviews,"South Indian, North Indian",₹600,"11 AM to 7 PM (Mon-Sat), Sun Closed",3.5
Krispy Kreme,58 reviews,"Desserts, Cafe",₹400,10 AM to 11 PM,3.7
Fredo's,51 reviews,Fast Food,₹300,10 AM to 11 PM,3.5
Green Dot Cheesecake,41 reviews,Desserts,₹200,6 AM to 10 PM,4.3
Starbucks,46 reviews,Cafe,₹650,10:30 AM to 11:30 PM,3.8
Costa Coffee,64 reviews,Cafe,₹500,"11:30 AM to 3:30 PM, 7 PM to 11:30 PM",3.4
Welcome Hotel,111 reviews,South Indian,₹250,11:30 AM to 11:30 PM,3.5
Creamy Inn,53 reviews,"Ice Cream, Desserts",₹200,10 AM to 10 PM,3.1
New Tandoori Tadakka,48 reviews,"North Indian, Chinese",₹700,10 AM to 10 PM,3.7
Fritazza,48 reviews,"Fast Food, Burger, Pizza",₹450,11 AM to 11 PM,3.4
WOW! Momo,102 reviews,Tibetan,₹400,"12:30 PM to 3 PM, 7:30 PM to 11:45 PM",3.5
FB Cake House,53 reviews,"Bakery, Juices",₹600,5:30 PM to 11 PM,3.9
Chennai 90,52 reviews,"North Indian, Chinese",₹650,10 AM to 10 PM,3.6
J.Hind - Grand by GRT Hotels,21 reviews,"North Indian, Mughlai, South Indian","₹2,500",12 Noon to 11 PM,3.4
Blend - Taj Club House,52 reviews,Finger Food,"₹2,500",11 AM to 11 PM,3.7
The French Loaf,49 reviews,"Fast Food, Cafe, Bakery, Desserts",₹400,"11 AM to 11 PM (Mon-Thu),11 AM to 11:30 PM (Fri-Sun)",3.6
Matta Veg Food Corner,74 reviews,"Chinese, North Indian, Street Food",₹250,10 AM to 10 PM,3.9
Flavours Of Lalgudi,53 reviews,"North Indian, Chinese",₹800,11:30 AM to 11 PM,4.1
Mhysa,32 reviews,"Fast Food, Italian, North Indian",₹300,"12 Noon to 3:30 PM, 6 PM to 11 PM",3.5
Sukkubhai Biriyani,50 reviews,Biryani,₹200,4 PM to 10 PM,3.7
Canadian Crepe Company,51 reviews,"Cafe, Desserts",₹600,7 PM to 12 Midnight,4.0
Kebab Street,67 reviews,"Mughlai, North Indian",₹550,"11 AM to 4 PM, 6 PM to 11 PM",3.6
Mr. Papdi,41 reviews,Street Food,₹200,"12 Noon to 4 PM, 7 PM to 11 PM",3.6
Curry Town - The Savera Hotel,44 reviews,North Indian,"₹1,800","12 Noon to 9 PM (Mon-Tue),12 Noon to 10 PM (Wed-Thu),12 Noon to 11 PM (Fri),12 Noon to 11:30 PM (Sat-Sun)",3.5
Gazebo Family Restaurant,42 reviews,"North Indian, Chinese, Arabian, Mughlai, Biryani, Hyderabadi",₹700,7:30 AM to 10:30 PM,3.6
Hotel Runs,78 reviews,"North Indian, Chinese, Seafood, Biryani",₹700,"11:30 AM to 3:30 PM, 6:30 PM to 9 PM",3.9
Anglo Aunty's Takeaway,21 reviews,"European, British, Continental, Desserts, Fusion",₹700,12 Noon to 11 PM,3.3
The Old Madras Café,69 reviews,South Indian,₹250,"12 Noon to 3 PM, 7 PM to 11 PM (Mon-Sun)",3.7
Ambur Star Biryani,69 reviews,"Biryani, Fast Food",₹450,"Closed (Mon-Wed),12:30 PM to 11:30 PM (Thu),12 Noon to 12:24 PM, 12:30 PM to 11:30 PM (Fri-Sun)",2.7
Masala Pattinam,37 reviews,"North Indian, South Indian, Chettinad","₹1,200",10:30 AM to 10 PM,3.7
Sushi In A Box,21 reviews,"Japanese, Sushi","₹1,000","11 AM to 3:30 PM, 6:30 PM to 11:30 PM",3.6
Grill House,45 reviews,"North Indian, Chinese, Mughlai",₹850,"11 AM to 4:30 PM, 6 PM to 11 PM",3.5
Cheese N Freeze,48 reviews,"Fast Food, Pizza",₹400,11 AM to 11 PM,3.8
Bhatinda Xpress,19 reviews,"North Indian, Chinese, Mughlai","₹1,000",11 AM to 11 PM,2.4
Barottas,27 reviews,South Indian,₹600,11 AM to 11 PM,3.8
Zha Cafe,55 reviews,"Cafe, South Indian, Fast Food, Salad, North Indian, Juices, Finger Food, Desserts",₹300,6 AM to 1 AM,3.8
Trichy's Banana Leaf,45 reviews,"Chettinad, South Indian, Mughlai, Biryani",₹600,10:30 AM to 10 PM,3.4
Rich n Creamy,55 reviews,"Bakery, Fast Food, Ice Cream, Desserts",₹300,"12 Noon to 3:30 PM, 7 PM to 10:30 PM",2.8
Cinnamon - Trident,39 reviews,"Italian, Continental, North Indian, Thai, South Indian, Chettinad, Cafe","₹2,600",10 AM to 10 PM,2.8
Cheese N Freeze,33 reviews,"Fast Food, Pizza",₹400,"11 AM to 3:30 PM, 7 PM to 10 PM",2.5
KKR Restaurant,74 reviews,"North Indian, Chettinad, Chinese",₹550,11 AM to 11 PM,3.4
Reel Cafe,26 reviews,"Cafe, Continental",₹450,"11:30 AM to 4 PM, 6:30 PM to 11 PM",3.6
Gem Inn Restaurant,61 reviews,"North Indian, Chinese, Biryani",₹900,11 AM to 11 PM,2.7
Kailash Parbat,66 reviews,"Street Food, North Indian",₹500,9 AM to 10 PM,3.7
Amma Chettinadu Restaurant,93 reviews,"Chettinad, Chinese, North Indian",₹450,"12 Noon to 3:30 PM, 7 PM to 12 Midnight",3.8
Chicking,29 reviews,Fast Food,₹350,12 Noon to 12 Midnight,3.7
CK's Bakery,22 reviews,"Fast Food, Desserts, Bakery",₹250,"12 Noon to 3:15 PM, 7 PM to 11:15 PM",3.5
Malgudi - The Savera Hotel,55 reviews,"South Indian, Kerala","₹1,600",10 AM to 10 PM,3.3
Opal Inn,64 reviews,"Italian, Continental, Chinese, North Indian",₹900,"12 Noon to 4 PM, 6:30 PM to 11 PM",3.3
The Canton,39 reviews,"Chinese, Seafood, Thai",₹650,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",2.9
Café Glitterati,23 reviews,"Cafe, Desserts",₹600,11 AM to 11 PM,3.6
Madurai Sri Devar Hotel,55 reviews,"Chettinad, North Indian, South Indian, Chinese",₹500,11 AM to 11 PM,3.3
Simran's Aappa Kadai,93 reviews,"Chettinad, Chinese, North Indian, South Indian",₹600,10 AM to 10:30 PM,3.6
Don Pepe,49 reviews,"Mexican, Spanish, Fast Food",₹800,9 AM to 11 PM,3.8
W XYZ(SM) Bar - Aloft Chennai,67 reviews,Finger Food,"₹1,600",4 PM to 11:30 PM,3.8
Burger Point,56 reviews,"Fast Food, Burger",₹500,"11 AM to 6 PM (Mon-Sat), Sun Closed",4.1
Starbucks,36 reviews,Cafe,₹650,7 AM to 12 Midnight,2.7
