name,review-count,cuisines,cost for 2,timings,rating
Hotel Prasan Sandeepha,39 reviews,"South Indian, North Indian, Chinese",₹300,10 AM to 10 PM,3.7
Cocktail Bar By Kipling,26 reviews,Finger Food,"₹1,000",11 AM to 11 PM,3.7
Southern Aromas - The Residency Towers,28 reviews,South Indian,"₹1,300","11:30 AM to 3:30 PM, 6:30 PM to 9 PM",3.6
SS Hyderabad Biryani,40 reviews,"Biryani, North Indian, Chinese",₹450,9 AM to 9 PM,3.5
Cake Square,35 reviews,Bakery,₹200,6 AM to 10:30 PM,3.4
Snofield,26 reviews,"Ice Cream, Desserts",₹450,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.7
Sri Akshara Veg Restaurant,41 reviews,"South Indian, North Indian, Chinese",₹450,"11:30 AM to 10:30 PM (Mon-Fri),11:30 AM to 11 PM (Sat-Sun)",3.5
KC Das,27 reviews,"Mithai, Street Food",₹200,11 AM to 11 PM,3.6
Hotel Ananda,34 reviews,South Indian,₹300,11 AM to 11 PM,2.7
Nimi's Oven,33 reviews,"Bakery, Desserts, Fast Food",₹250,9 AM to 8 PM,4.0
Chaat @ Adyar,34 reviews,"North Indian, Street Food, Fast Food",₹200,"12 Noon to 3:30 PM, 7 PM to 11 PM",3.3
Ambur Star Biryani,36 reviews,"Biryani, Fast Food",₹300,10 AM to 9:30 PM,3.6
Berry 'n' Blossom,13 reviews,"Bakery, Fast Food",₹250,"7 AM to 10:30 AM, 12 Noon to 3 PM, 7 PM to 10:30 PM",3.0
Motel Mamalla,38 reviews,"South Indian, Chinese, North Indian",₹400,"12 Noon to 3 PM, 4 PM to 11 PM",2.7
Kalpaka Restaurant,52 reviews,South Indian,₹300,11 AM to 11 PM,2.7
Ahavaa Cafe,19 reviews,"Burger, Juices, American, Beverages, Cafe, Desserts, Bakery",₹500,12 Noon to 10:30 PM,3.7
Rajputra,30 reviews,"Fast Food, Mexican, North Indian, Chinese",₹700,6 AM to 11 PM,3.6
Chennai Express Biriyani,20 reviews,"North Indian, Chinese, Biryani, Afghani, BBQ, Beverages, Desserts, Grill",₹550,11 AM to 11 PM,3.6
OCD - Oreo Compulsive Disorder,32 reviews,Desserts,₹300,9 AM to 10 PM,3.8
Spice Crush,7 reviews,South Indian,₹700,8 AM to 10 PM,3.4
Swaad Food Court,49 reviews,"North Indian, Chinese",₹450,10:30 AM to 11:30 PM,3.6
Keys Cafe,30 reviews,"Continental, Cafe","₹1,000",11 AM to 10:30 PM,2.6
Dal Roti Express,27 reviews,"North Indian, Chinese",₹200,8 AM to 12 Midnight,3.3
The Barbarian Turf,12 reviews,"North Indian, Chinese, Italian",₹550,11 AM to 11 PM,3.4
Naga Reju Fast Food,42 reviews,"Fast Food, Naga",₹300,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",2.6
Vasanta Bhavan,37 reviews,"South Indian, Chinese, Street Food, North Indian",₹450,10 AM to 10 PM,3.8
Al Beck,34 reviews,"North Indian, Chinese, Mughlai, Seafood",₹800,5 PM to 12:30 AM,3.6
The Grand Sweets and Snacks - Amirtham Restaurant,37 reviews,"Mithai, Street Food, South Indian",₹250,"12 Noon to 3 PM, 7 PM to 11 PM",2.9
Adyar Bakery,35 reviews,"Bakery, Desserts",₹200,"12 Noon to 3 PM, 6 PM to 11 PM",3.5
Creamy Inn,29 reviews,"Ice Cream, Desserts",₹200,11 AM to 11 PM,2.3
NYPFC - New York Pizza & Fried Chicken,33 reviews,"Fast Food, Pizza",₹600,"12 Noon to 3:30 PM, 7 PM to 11 PM",2.6
Bob Marley Cafe,25 reviews,"Seafood, Fast Food",₹500,7 AM to 9:30 PM,3.6
Bombay Kulfi,9 reviews,Ice Cream,₹150,"11:30 AM to 3:30 PM, 6:30 PM to 11:30 PM",3.1
Chettinad Treat,26 reviews,"South Indian, Chinese, North Indian, Chettinad",₹400,11:30 AM to 11 PM,3.3
Nutmeg The Gourmet Shop - ITC Grand Chola,20 reviews,"Bakery, Desserts",₹800,11 AM to 11 PM,3.4
Tranquebar - ITC Grand Chola,12 reviews,Finger Food,"₹3,300","12 Noon to 3:30 PM, 6:30 PM to 11:30 PM",2.0
Dhabba On Wheels,37 reviews,North Indian,₹700,11 AM to 8:30 PM,3.6
Treat,45 reviews,"North Indian, South Indian",₹300,10 AM to 11 PM,3.3
Pitstop,30 reviews,Fast Food,₹500,"11:30 AM to 3:30 PM, 6 PM to 11 PM",3.5
Harithakom,47 reviews,"Kerala, North Indian, South Indian, Chinese",₹650,6 PM to 11:30 PM,4.2
Anandam,30 reviews,"South Indian, North Indian",₹400,11 AM to 11 PM,2.7
Anchor Restaurant,34 reviews,"North Indian, Chinese, Biryani",₹600,10:30 AM to 9:30 PM,3.6
Brownie Heaven,15 reviews,Desserts,₹300,12 Noon to 11 PM,3.4
Famous Biryani,36 reviews,"Biryani, Mughlai",₹500,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.5
Sithiq Malaysian Parotta,53 reviews,"South Indian, North Indian, Chinese, Malaysian",₹400,11 AM to 11 PM,3.7
Cafe Adoniya,21 reviews,"Cafe, Fast Food",₹650,12 Noon to 10 PM,3.7
Cafe Coffee Day - Lounge,23 reviews,"Cafe, Beverages",₹600,10 AM to 9 PM,4.1
Apna Ka Dhaba,29 reviews,"North Indian, Chinese",₹450,"11:30 AM to 3 PM, 6 PM to 9:30 PM",3.6
Prego - Taj Coromandel,27 reviews,Italian,"₹3,000",11 AM to 11 PM,2.4
Chocoholick,13 reviews,"Desserts, Fast Food, Cafe",₹600,8 AM to 10 PM,4.1
Jeanne Ferrer,22 reviews,Bakery,₹150,7 AM to 11 PM,3.5
Thoondil,15 reviews,"Seafood, Chinese, North Indian",₹800,"11:30 AM to 3:30 PM, 6:30 PM to 11 PM",3.2
Al Arabian Delights,33 reviews,"North Indian, Chinese",₹400,11 AM to 11 PM,3.4
Sri Keshav Chats,32 reviews,Street Food,₹200,11 AM to 11 PM,3.5
Amala Chettinadu Mess,36 reviews,Chettinad,₹400,11 AM to 7 PM,4.0
The Cupcakery,29 reviews,Desserts,₹300,11 AM to 7 PM,4.0
Sanabel Biryani Point,39 reviews,"North Indian, Chinese, Biryani",₹450,"11:30 AM to 3:30 PM, 6:30 PM to 10:30 PM",3.5
Courtallam Border Parotta,45 reviews,"North Indian, South Indian, Chinese, Italian",₹800,11:30 AM to 12 Midnight,2.3
Cool Biz,30 reviews,"Juices, Ice Cream, Street Food, Beverages",₹250,7:30 AM to 10:30 PM,3.2
Sea Breeze,23 reviews,"North Indian, Fast Food, American",₹850,"2:30 PM to 11 PM (Mon, Wed-Sun), Tue Closed",3.0
Karan Ka Dhaba,14 reviews,North Indian,₹450,11 AM to 11 PM,3.4
Arabian Delights,26 reviews,"Arabian, North Indian, Chinese",₹500,6 AM to 10 PM,3.6
Kailash Parbat,30 reviews,"North Indian, Street Food",₹500,7 AM to 12 Midnight,2.3
The Cake Studio,46 reviews,Bakery,₹400,11 AM to 11 PM,3.4
The Cake Studio,46 reviews,Bakery,₹400,10:30 AM to 12 Midnight,3.2
Salem Mangalam Mess,30 reviews,"South Indian, Chettinad, Chinese",₹600,7 AM to 11 PM,3.6
Midnight Masala,35 reviews,"North Indian, Chinese, Biryani",₹300,"12 Noon to 10:30 PM (Mon-Thu),12 Noon to 11 PM (Fri-Sun)",3.4
Grand Pasumai Restaurant,27 reviews,"South Indian, North Indian",₹500,7:30 AM to 10:30 PM,3.5
Scarlet's Kitchen,19 reviews,Fast Food,₹300,11 AM to 11 PM,2.7
New Hot Touch,15 reviews,"North Indian, Chinese, Biryani",₹800,11 AM to 11 PM,3.5
Guest Hotel,39 reviews,"South Indian, North Indian",₹400,"7:30 AM to 11 AM, 12:30 PM to 3 PM, 7:30 PM to 11 PM",3.4
Hotel City Gate,39 reviews,"North Indian, Chettinad, Kerala, Biryani, Chinese",₹550,5 PM to 11:30 PM,2.8
Alif Restaurant,29 reviews,"Arabian, North Indian, Chinese, Biryani",₹500,11 AM to 11 PM,2.7
Bombaysthan,19 reviews,"Desserts, Fast Food",₹400,"11:30 AM to 3 PM, 7 PM to 11 PM",3.4
Bakya Fast Food,37 reviews,"South Indian, North Indian, Chinese",₹300,11 AM to 9 PM,3.6
Cafe Toastie Express,14 reviews,"Continental, Pizza, Cafe",₹550,"12:30 PM to 2:45 PM, 7:30 PM to 11:45 PM",3.5
The Madaras Kafe,25 reviews,"Cafe, South Indian",₹500,11 AM to 12 Midnight,3.5
Kattumaram,33 reviews,"North Indian, South Indian, Chinese",₹600,8 AM to 10 PM,3.7
Arabian Hut,33 reviews,"North Indian, Arabian",₹400,11:30 AM to 11 PM,3.2
Bazaar - Zone by The Park,17 reviews,"Thai, Chinese, Continental, North Indian, South Indian","₹1,100","11:30 AM to 3 PM, 6 PM to 11 PM",3.4
Recharge Bar - Asiana Place,27 reviews,Finger Food,"₹1,500",11 AM to 11:30 PM,3.7
WOSS - World of Sub's & Salad's,8 reviews,Fast Food,₹500,11 AM to 11 PM,3.4
The Appula's,36 reviews,"North Indian, South Indian, Chinese, Mughlai",₹750,11 AM to 1 AM,4.1
MyPop,20 reviews,Fast Food,₹200,8 AM to 9 PM,4.0
The Residency - Crowne Plaza Chennai Adyar Park,29 reviews,"North Indian, South Indian, Continental, Chinese","₹2,800","12 Noon to 3 PM, 7 PM to 10:30 PM",3.5
Hotel Sagar,31 reviews,"North Indian, Chinese",₹500,"12 Noon to 4 PM, 7 PM to 11 PM",2.4
Delhi-6,42 reviews,"Street Food, Fast Food",₹250,12:30 PM to 10 PM,3.4
La Scoop,18 reviews,Desserts,₹250,11 AM to 11:30 PM,3.6
The Feast,20 reviews,"Italian, North Indian, Chinese",₹800,6 AM to 11 PM,3.3
Blasta Icecreams,23 reviews,"Desserts, Fast Food, Ice Cream",₹175,11 AM to 11 PM,3.2
Bombay Tandoor,17 reviews,"North Indian, Street Food",₹500,"11 AM to 10 PM (Mon, Wed, Thu, Fri, Sat, Sun), Closed (Tue)",3.6
The Cheroot Malt & Cigar Lounge - ITC Grand Chola,32 reviews,Finger Food,"₹3,500",10:30 AM to 11 PM,3.4
Lobby Lounge - The Leela Palace,12 reviews,"Cafe, Continental, Desserts","₹2,000",7 AM to 11 PM,3.5
Hyssop,32 reviews,"South Indian, North Indian, Chinese",₹400,11 AM to 11 PM,2.8
Abiruchi,27 reviews,"North Indian, Chinese, Andhra",₹500,11 AM to 11 PM,3.5
The Red Box,29 reviews,Chinese,₹350,10:30 AM to 11 PM,3.5
Al Ajwain,21 reviews,"Arabian, North Indian",₹500,4 PM to 10 PM,3.3
Geeraas,33 reviews,"South Indian, North Indian",₹400,6:30 PM to 10:30 PM,3.4
Madurai Mundasukatti Biryani,37 reviews,"South Indian, Chinese",₹550,"11 AM to 4 PM, 6 PM to 9:30 PM",3.7
Curtnnys,17 reviews,"Fast Food, Cafe, Desserts",₹400,"12:30 PM to 3 PM, 7:30 PM to 11 PM",2.7
Cha Republic,39 reviews,"Fast Food, Beverages",₹350,11 AM to 11 PM,3.6
5 Spice,33 reviews,"North Indian, Italian, Chinese, Continental, Fast Food","₹1,000",11 AM to 11 PM,3.8
Big Chicken,39 reviews,"Chinese, North Indian, Mughlai",₹450,10 AM to 10 PM,3.4
The Twenty Fifth Hour - Clarion Hotel,31 reviews,"North Indian, South Indian, Chinese, Italian, Continental","₹2,000",7:30 AM to 10 PM,3.8
Cha Republic,21 reviews,"Fast Food, Beverages",₹350,11 AM to 11 PM,3.7
Gogo Momo,15 reviews,Fast Food,₹300,"12 Noon to 3 PM, 7 PM to 11 PM",3.2
Sora Jima - The Accord Metropolitan,15 reviews,"Japanese, Sushi","₹2,000","11 AM to 11 PM (Mon-Thu), 11 AM to 12 Midnight (Fri-Sun)",3.3
Hotel Kalyana Bhavan,38 reviews,Biryani,₹250,11 AM to 11 PM,3.4
Royal Palate,26 reviews,"North Indian, Continental, South Indian","₹1,200",11 AM to 12 Midnight,3.7
New Seoul Hotels,17 reviews,Korean,"₹1,800",10 AM to 11 PM,2.5
Cake Waves,28 reviews,"Bakery, Desserts, Fast Food",₹500,11 AM to 12 Midnight,3.4
Bakers Spring,14 reviews,"Bakery, Desserts, Burger, Fast Food",₹300,11 AM to 11 PM,3.5
Ajnabi Mithaai Ghar,27 reviews,"Street Food, Mithai",₹250,"12 Noon to 3:30 PM, 7 PM to 11:30 PM",3.5
Bolizza,26 reviews,"Finger Food, South Indian, North Indian, Continental",₹450,11 AM to 11 PM,3.6
Sachin Ka Dhabba,24 reviews,"North Indian, Chinese",₹700,12 Noon to 12 Midnight,2.6
Kulfi House,11 reviews,Desserts,₹200,7 AM to 11 PM,3.2
Goodness of Arokya Milk,11 reviews,"Beverages, Fast Food",₹150,11 AM to 11 PM,3.6
Mustang Bar - Green Park Hotel,32 reviews,Finger Food,"₹1,300",7 AM to 12 Midnight,3.7
Costa Coffee,31 reviews,Cafe,₹500,10 AM to 11 PM (Mon-Sun),3.3
Unlock - The Restobar,24 reviews,"Finger Food, Continental, Chinese","₹1,100",11 AM to 10 PM,3.4
Charcoal Kitchen,24 reviews,"North Indian, Mughlai, Continental, Fast Food","₹1,500",11 AM to 11 PM,2.7
Hot Spices,23 reviews,"North Indian, South Indian",₹600,"12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Thu), 12 Noon to 4 PM, 7 PM to 11:30 PM (Fri-Sun)",2.4
Rich n Creamy,29 reviews,"Bakery, Fast Food, Ice Cream, Desserts",₹300,6:30 AM to 11 PM,3.7
Thamburan,42 reviews,"Kerala, South Indian",₹150,11 AM to 11 PM,2.3
Sri Akshayaas,13 reviews,"North Indian, South Indian, Chinese",₹500,11 AM to 11 PM,3.5
Shree Kumaran Restaurant,29 reviews,"Chinese, North Indian, South Indian",₹600,7 PM to 11 PM,3.9
NutCracker - Days Hotel,24 reviews,"Continental, North Indian, Asian","₹1,500",11 AM to 11 PM,2.7
Love Sugar & Dough,12 reviews,"Bakery, Desserts",₹400,"12 Noon to 3 PM, 7:30 PM to 11 PM",3.7
Curry Home Hurry,29 reviews,"South Indian, North Indian",₹150,11 AM to 9 PM,3.6
Qurbani Biryani,17 reviews,"Biryani, North Indian, Chinese",₹500,10 AM to 10 PM,3.5
Kaaraikudi,20 reviews,"Chettinad, South Indian, Biryani",₹650,08:30 AM to 11:30 PM,3.7
Hotel Pandia's,29 reviews,"Chettinad, South Indian, North Indian, Chinese",₹600,7 PM to 5 AM,2.5
Pitstop,17 reviews,"Fast Food, Burger",₹500,24 Hours,2.5
Spice Hut,28 reviews,North Indian,₹150,"12 Noon to 3 PM, 7 PM to 10:30 PM",3.6
Kanappa Fast Food,30 reviews,South Indian,₹250,"Mon-Fri (12 Noon to 10:30 PM), Sat-Sun (12 Noon to 11 PM)",2.8
Spice Durbar,36 reviews,"Chinese, North Indian, Biryani",₹400,10:30 AM to 12 Midnight,2.4
Meenam,25 reviews,"South Indian, North Indian","₹1,100",7 AM to 11 PM,2.7
Hot Chappathies,36 reviews,"North Indian, Chinese",₹300,12 Noon to 11:30 PM,3.5
MadBean Cafe and Roastery,11 reviews,"Cafe, Bakery, Desserts, Fast Food",₹550,11 AM to 11 PM,2.7
Cool Biz,26 reviews,"Juices, Ice Cream, Street Food, Beverages",₹250,11:30 AM to 11 PM,3.3
Knight Owl,27 reviews,"North Indian, Chinese",₹650,"12 Noon to 3:30 PM, 6:30 PM to 11:30 PM (Mon-Sun)",2.7
Zodiac - Fortune Select Palms,30 reviews,"North Indian, South Indian, Fast Food, Continental","₹1,700",7:30 AM to 11 PM,3.5
Zameendar,36 reviews,"South Indian, North Indian, Chinese",₹800,11 AM to 11 PM,3.3
Icarus Punjabi Dhaba,43 reviews,North Indian,₹650,10:30 AM to 10:30 PM,3.2
Kipling Masala,23 reviews,North Indian,"₹1,500","12 Noon to 3:30 PM, 6 PM to 10:30 PM",2.7
Igloo,29 reviews,"Ice Cream, Desserts",₹250,10:01 AM to 11 PM,3.1
Chennai Vilas,25 reviews,"Arabian, Chinese, North Indian, Biryani",₹600,"6:30 AM to 10:30 AM, 12:30 PM to 3:30 PM, 6:30 PM to 10:30 PM",2.6
The Velveteen Rabbit,20 reviews,Finger Food,"₹2,100",09:30 AM to 10 PM,3.4
Forks n Spoons,25 reviews,"Continental, Biryani, North Indian, Chinese, Arabian",₹500,10 AM to 10 PM,3.4
Kottaram,37 reviews,"Kerala, Chinese",₹450,11 AM to 11 PM,2.7
Arabian Sea,17 reviews,"Arabian, North Indian, Chinese",₹700,10:30 AM to 11 PM,3.7
Bharani Veg,29 reviews,"North Indian, South Indian",₹500,11 AM to 11 PM,2.5
Robustaa - Hyglow Cafe,33 reviews,"Continental, Fast Food",₹500,10 AM to 10 PM,3.3
Juice Lounge,22 reviews,"Juices, Healthy Food",₹400,7 AM to 11:30 PM,3.0
Arabian Grills & Kebabs,28 reviews,"North Indian, Chinese, Mughlai",₹500,"12 Noon to 3 PM, 7 PM to 11 PM",3.5
WOW! Momo,22 reviews,Tibetan,₹400,6 AM to 11 PM,3.0
Ideal Garden Restaurant,16 reviews,"Chinese, South Indian, Sri Lankan","₹1,000",11 AM to 11 PM,3.5
Cakes & Pies,15 reviews,"Bakery, Fast Food",₹300,24 Hours,3.4
Les Croissants,20 reviews,"Bakery, Fast Food, Desserts",₹300,11 AM to 11 PM,3.5
Arabian Delights,28 reviews,"Arabian, North Indian, Chinese",₹500,"12 Noon to 4 PM, 7 PM to 11 PM",3.3
Gelato Italiano,21 reviews,"Ice Cream, Desserts",₹200,11 AM to 11 PM,2.6
Meat And Eat,21 reviews,Fast Food,₹400,11 AM to 12 Midnight,3.5
Bean Factory,22 reviews,"Cafe, Fast Food",₹400,10 AM to 10 PM,3.6
Hotel Sennthur,20 reviews,"South Indian, Chinese, North Indian, Fast Food",₹400,12 Noon to 12 Midnight,2.7
Vaazhai Ilai Unavagam,28 reviews,"South Indian, Chinese, Biryani",₹320,"11 AM to 4 PM, 6 PM to 11:30 PM",3.4
Pukka,15 reviews,"South Indian, Burmese",₹250,"12 Noon to 5 PM, 6 PM to 11 PM",2.6
Klay Oven,25 reviews,"North Indian, Chinese, Street Food",₹750,11 AM to 12 Midnight,3.6
Famous Theory,26 reviews,"North Indian, Chinese",₹750,"12 Noon to 3:30 PM, 7:30 PM to 11 PM",2.8
Minus One,31 reviews,Finger Food,"₹1,000",7 AM to 11 PM,3.2
MilkyWay,24 reviews,"Ice Cream, Desserts",₹250,10 AM to 10 PM,3.4
Aachies,37 reviews,South Indian,₹500,11 AM to 10 PM,3.3
Kanjira,29 reviews,"North Indian, Chinese",₹500,10:30 AM to 11 PM,3.5
Mocha Blu,16 reviews,"Cafe, Italian, Fast Food",₹900,"12 Noon to 4 PM, 7 PM to 11 PM",3.2
Cream Stone,21 reviews,Ice Cream,₹350,10 AM to 11 PM,2.8
Hotel Bhimaas,28 reviews,"Andhra, South Indian",₹500,7 AM to 11 PM,2.3
Madurai Alagappar Chettinad,28 reviews,"Chettinad, Chinese, Seafood, North Indian, South Indian",₹600,06:30 AM to 11 PM,3.1
Hotel Sangamam,28 reviews,"Chettinad, North Indian, Chinese, South Indian",₹700,7 AM to 10:30 PM,3.6
Winchester Bar - Radisson Blu,24 reviews,"North Indian, Continental","₹2,000",8 AM to 10 PM,3.5
Mandarin,35 reviews,Chinese,₹500,11 AM to 10 PM,3.7
Buddha Cafe,22 reviews,"Seafood, North Indian, Chinese",₹850,10:30 AM to 11 PM,2.8
Cafe De Paris,10 reviews,"Bakery, French",₹600,"11 AM to 3 PM, 7 PM to 11 PM",3.6
First Cup,18 reviews,Cafe,₹400,7:30 AM to 11 PM,3.6
Thancos Natural Ice Cream,17 reviews,"Ice Cream, Desserts",₹150,"7 AM to 10:30 AM, 10:30 AM to 3 PM, 7 PM to 10 PM",3.7
Ambur Star Biryani,20 reviews,"Biryani, Fast Food",₹300,11 AM to 9 PM,3.6
926,9 reviews,"North Indian, South Indian, Chinese","₹1,000",11 AM to 11 PM,3.3
O Kadey's,29 reviews,"North Indian, South Indian, Fast Food",₹350,06:30 AM to 10:30 PM,3.2
Data Udipi Hotel,28 reviews,"South Indian, North Indian",₹400,12 Noon to 10:30 PM (Mon-Sun),2.7
Neelam Cafe & Restaurant,32 reviews,"North Indian, Chinese, South Indian",₹650,11 AM to 9 PM,3.4
Gingerbread,29 reviews,"Bakery, Desserts",₹300,11 AM to 11 PM,3.6
Pita Bite,27 reviews,"Lebanese, Fast Food",₹300,11 AM to 11 PM,3.3
La Chocolate,21 reviews,Bakery,₹500,7 AM to 11 PM,3.4
Hotel Mass,34 reviews,"Fast Food, Biryani, South Indian",₹250,"12:30 PM to 3:15 PM, 7:30 PM to 11 PM",3.8
Alm Pranavam Restaurant,30 reviews,South Indian,₹150,11 AM to 9 PM,2.0
Thanjavur Mess,31 reviews,South Indian,₹200,10:30 AM to 10 PM,3.8
The Creams,24 reviews,"Fast Food, Ice Cream, Desserts",₹400,11 AM to 11:30 PM,3.4
Sree Gupta Bhavan,23 reviews,"Beverages, North Indian, South Indian",₹400,"12 Noon to 3 PM, 7 PM to 11 PM",3.5
Adithya's Food world,13 reviews,"North Indian, South Indian, Biryani, Chinese, Fast Food",₹500,10 AM to 10 PM,3.4
Suprabaa,27 reviews,"South Indian, North Indian, Juices",₹300,11 AM to 11 PM,3.3
Shamaal,22 reviews,"Chinese, North Indian, Arabian",₹700,11 AM to 11 PM,3.6
Mannah,24 reviews,"Bakery, Fast Food, Street Food, North Indian",₹250,11 A.M. to 11:59 P.M.,2.8
Arabian Delights,17 reviews,"Arabian, North Indian, Chinese",₹500,10 AM to 10 PM,3.1
The Biryani Factory,22 reviews,"Biryani, North Indian, Chinese",₹350,7 AM to 11 PM,3.5
Bakya Fast Food,26 reviews,"South Indian, North Indian, Chinese",₹300,"11:30 AM to 3:30 PM, 7 PM to 11 PM",3.2
Moti Mahal Express,30 reviews,"North Indian, Mughlai",₹500,24 Hours,3.4
Arcot Biriyani,27 reviews,"Biryani, Chinese",₹300,"11 AM to 3:30 PM, 6:30 PM to 10:30 PM",3.5
See Rock,33 reviews,"Chinese, North Indian",₹400,11 AM to 10 PM,3.2
V Foodies,20 reviews,"Street Food, Fast Food",₹250,"6 PM to 11:30 PM (Mon-Fri),4 PM to 11:30 PM (Sat-Sun)",3.5
Fruit Punch,27 reviews,"Juices, Beverages",₹200,10:30 AM to 11 PM,3.4
Manjal,13 reviews,"South Indian, Biryani, Chettinad, North Indian, Chinese",₹600,10 AM to 11:30 PM,3.4
The Cake World,17 reviews,"Fast Food, Desserts",₹250,8 AM to 9 PM,3.2
Hungry Belly,31 reviews,"South Indian, North Indian",₹250,"12:30 PM to 3:30 PM, 3:30 PM to 11 PM",3.8
Chickinn Fried Chicken,23 reviews,"Chinese, North Indian, Fast Food",₹400,11 AM to 10 PM,3.6
Palm Jumeira,5 reviews,"Seafood, Biryani, Desserts, Chinese, Salad, Ice Cream, Arabian",₹800,11 AM to 11 PM,3.4
Ajnabi Mithaai Ghar,19 reviews,"Street Food, Mithai, North Indian",₹300,"12:30 P.M. to 3:30 P.M., 7 P.M. to 11 P.M.",3.8
Besst Hotel,24 reviews,"South Indian, Seafood",₹250,7 PM to 7 AM,2.7
Gourmand's Delight,29 reviews,"South Indian, North Indian, Chinese",₹750,24 Hours,2.7
Brew Bites,26 reviews,"Continental, Mughlai, North Indian, Fast Food, Chinese",₹550,7 AM to 10:30 PM,3.6
Delhi Dhaba,17 reviews,"North Indian, Chinese","₹1,300",10 AM to 12 Midnight,3.4
Nawabs,23 reviews,"North Indian, Chinese, Fast Food",₹300,11 AM to 10:45 PM,3.3
Radio Room,9 reviews,Continental,"₹2,000",10 AM to 10:30 PM,3.7
La Chocolate,6 reviews,Bakery,₹500,7 AM to 11 PM,3.4
Hotel Hollywood,25 reviews,"North Indian, Biryani, Seafood, South Indian",₹500,11 AM to 11 PM,2.6
Biscotti - Hyatt Regency,13 reviews,"Bakery, Desserts, Cafe","₹1,000",11 AM to 11 PM,3.4
Mr.Chappathi,35 reviews,"South Indian, North Indian",₹200,Mon-Sun (11 AM to 11 PM),3.3
Dine Time,35 reviews,"North Indian, South Indian",₹400,11 AM to 11 PM,2.8
Hemanth Chats,31 reviews,Street Food,₹200,"11:30 AM to 3:30 PM, 7 PM to 11:30 PM",3.6
Table 9 - OMR Food Street,22 reviews,"Continental, North Indian, Chinese",₹600,7:30 AM to 10:30 PM,3.7
Moon Dine,14 reviews,"North Indian, Chinese, Chettinad, Biryani",₹450,11 AM to 11:30 PM,3.4
Bholenath Restaurant,46 reviews,"North Indian, Chinese",₹450,11:30 AM to 10:30 PM,3.4
Cappuccino - Crowne Plaza Chennai Adyar Park,16 reviews,Cafe,"₹1,600",11 AM to 11 PM,3.3
Devamirthas,16 reviews,"Fast Food, South Indian, North Indian, Chinese",₹300,"12 Noon to 3 PM, 7 PM to 11 PM",2.7
Cafe Coffee Day - Lounge,28 reviews,"Cafe, Beverages",₹600,7 PM to 4 AM,2.8
Chef Express,30 reviews,"Italian, Pizza, American, Fast Food",₹650,11 AM to 11 PM,3.5
Don Pepe,19 reviews,"Mexican, Spanish, Fast Food",₹800,10 AM to 9 PM,3.4
GK Veg Restaurant,28 reviews,South Indian,₹200,11 AM to 11 PM,3.8
Karim Biryani,23 reviews,"Biryani, South Indian",₹300,7 AM to 12 Midnight,2.6
Dasa Dozza,23 reviews,"South Indian, Street Food",₹500,11 AM to 11 PM,3.3
OMR Hot Bytes,20 reviews,"North Indian, South Indian, Chinese, Fast Food, Street Food",₹450,7:30 AM to 10:30 PM,3.3
E-Sait Biryani Centre,37 reviews,"South Indian, Fast Food, Biryani",₹400,"10 AM to 1:30 PM, 7 PM to 11:45 PM",2.5
Oriental Blossom - Hotel Radha Regent,26 reviews,"Chinese, Seafood, Asian","₹1,500",11 AM to 11 PM,2.7
Sri Ranga Bhavan,19 reviews,"South Indian, North Indian, Chinese",₹550,24 Hours,2.6
Thalappakattu Biryani,29 reviews,"Biryani, North Indian",₹200,24 Hours,3.4
Atho Man,17 reviews,"Burmese, Fast Food",₹400,6 AM to 10:30 PM,4.0
Aura Restaurant,21 reviews,"North Indian, Chinese",₹500,9:30 AM to 9:30 PM,3.2
Splendour,11 reviews,"South Indian, North Indian, Chinese","₹1,000",8 AM to 9 PM,3.6
Night Eat,11 reviews,"North Indian, Chinese",₹500,11 AM to 11 PM,3.3
Shaarkey's,31 reviews,Seafood,₹500,11 AM to 11 PM,2.6
Pizza Pizza Pizza,10 reviews,Pizza,₹500,12 Noon to 11 PM,2.6
Sugar Monkeys,18 reviews,"Bakery, Desserts",₹700,11 AM to 12 Midnight,3.5
Disco Chetinad Restaurant,27 reviews,"Chettinad, North Indian, Chinese, Biryani",₹500,6 AM to 11 PM,3.3
Hotel Blueberry,16 reviews,"South Indian, North Indian, Chinese",₹550,"11:30 AM to 3:30 PM, 7 PM to 10:30 PM",3.6
Jabal Noor,20 reviews,"North Indian, Arabian, Fast Food, Biryani",₹450,7 AM to 11 PM,3.6
Put Chutney Taste of South,41 reviews,South Indian,₹200,09:30 AM to 10:30 PM,3.4
Don Pepe,24 reviews,"Mexican, Spanish, Fast Food",₹800,12 Noon to 11 PM,3.3
The Best,21 reviews,"Chinese, South Indian, North Indian, Biryani",₹500,09:30 AM to 9:30 PM,2.4
My Cafe - My Fortune Hotel,22 reviews,"North Indian, Chinese, Continental, Cafe","₹2,000",11 AM to 11 PM,2.7
Casa Dolce,26 reviews,Bakery,₹350,6 AM to 11 PM,3.6
Murali Krishna Andhra Hotel,20 reviews,"North Indian, South Indian, Chinese",₹350,10 AM to 10 PM,2.7
Grillz & Toasts,21 reviews,Fast Food,₹250,10 AM to 10 PM,2.5
